,cif
333,"# generated using pymatgen
data_LaTlGaSn4Rh5Pb3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.45193059
_cell_length_b   5.64530076
_cell_length_c   11.14975232
_cell_angle_alpha   88.31387477
_cell_angle_beta   82.98157921
_cell_angle_gamma   71.75786127
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LaTlGaSn4Rh5Pb3
_chemical_formula_sum   'La1 Tl1 Ga1 Sn4 Rh5 Pb3'
_cell_volume   323.46166278
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.26262362  0.74976535  0.46995359  1
  Tl  Tl1  1  0.98578603  0.27193610  0.04726297  1
  Ga  Ga2  1  0.22474494  0.29603110  0.62690999  1
  Sn  Sn3  1  0.06708949  0.95199259  0.78569025  1
  Sn  Sn4  1  0.68524573  0.81412445  0.63365804  1
  Sn  Sn5  1  0.40705448  0.43235827  0.19963073  1
  Sn  Sn6  1  0.58474804  0.84010648  0.98845086  1
  Rh  Rh7  1  0.29327418  0.96517615  0.21113195  1
  Rh  Rh8  1  0.74096837  0.27600748  0.63081224  1
  Rh  Rh9  1  0.93570858  0.51169595  0.81218452  1
  Rh  Rh10  1  0.11946692  0.73566696  0.01324064  1
  Rh  Rh11  1  0.49447043  0.15282140  0.42925727  1
  Pb  Pb12  1  0.46882384  0.38846478  0.85093661  1
  Pb  Pb13  1  0.81492501  0.84306415  0.24540051  1
  Pb  Pb14  1  0.93524362  0.32369083  0.39176719  1
"
334,"# generated using pymatgen
data_La2Mg7TlCd2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.21025649
_cell_length_b   7.48809193
_cell_length_c   8.02015402
_cell_angle_alpha   102.82429865
_cell_angle_beta   91.80878127
_cell_angle_gamma   89.79413780
_symmetry_Int_Tables_number   1
_chemical_formula_structural   La2Mg7TlCd2
_chemical_formula_sum   'La2 Mg7 Tl1 Cd2'
_cell_volume   304.94612576
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.05634225  0.41196352  0.76130493  1
  La  La1  1  0.54777773  0.33402941  0.41287904  1
  Mg  Mg2  1  0.04634987  0.61219915  0.39654452  1
  Mg  Mg3  1  0.55050306  0.98992324  0.07232646  1
  Mg  Mg4  1  0.54493623  0.83449771  0.41066096  1
  Mg  Mg5  1  0.55617522  0.70732438  0.74739168  1
  Mg  Mg6  1  0.04711015  0.04530602  0.40205617  1
  Mg  Mg7  1  0.05606736  0.92552720  0.75676479  1
  Mg  Mg8  1  0.56341379  0.51260636  0.06569704  1
  Tl  Tl9  1  0.05503756  0.76713435  0.08169545  1
  Cd  Cd10  1  0.04158656  0.23474050  0.11241474  1
  Cd  Cd11  1  0.55584746  0.12052381  0.74607714  1
"
335,"# generated using pymatgen
data_Nb3TlPbWO12
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.58538394
_cell_length_b   7.80567381
_cell_length_c   7.01957961
_cell_angle_alpha   110.63015029
_cell_angle_beta   111.60546275
_cell_angle_gamma   110.02768230
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Nb3TlPbWO12
_chemical_formula_sum   'Nb3 Tl1 Pb1 W1 O12'
_cell_volume   303.75438876
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  1  0.06893446  0.51142775  0.79157446  1
  Nb  Nb1  1  0.61568256  0.98499116  0.14948347  1
  Nb  Nb2  1  0.97436787  0.84947374  0.55282383  1
  Tl  Tl3  1  0.55439876  0.40478008  0.88243548  1
  Pb  Pb4  1  0.36843573  0.64890100  0.42282763  1
  W  W5  1  0.14127872  0.00834190  0.18243791  1
  O  O6  1  0.16675126  0.97840118  0.46190374  1
  O  O7  1  0.37882070  0.95403112  0.23324551  1
  O  O8  1  0.85663453  0.22848974  0.50187991  1
  O  O9  1  0.85259487  0.95543671  0.10659563  1
  O  O10  1  0.67969424  0.78105907  0.36219662  1
  O  O11  1  0.94901858  0.66306190  0.92165866  1
  O  O12  1  0.36858470  0.67249587  0.85654208  1
  O  O13  1  0.56996767  0.11829323  0.99449322  1
  O  O14  1  0.09204819  1.01260337  0.89117209  1
  O  O15  1  0.31379329  0.30575699  0.37515757  1
  O  O16  1  0.15572796  0.43531082  0.01629133  1
  O  O17  1  0.97928495  0.60614864  0.50220305  1
"
336,"# generated using pymatgen
data_MgTi(Zn2Au)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.83070002
_cell_length_b   3.88206495
_cell_length_c   7.79272308
_cell_angle_alpha   104.31674485
_cell_angle_beta   90.24039049
_cell_angle_gamma   113.63591447
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgTi(Zn2Au)2
_chemical_formula_sum   'Mg1 Ti1 Zn4 Au2'
_cell_volume   128.83858830
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.90290729  0.43091585  0.30592277  1
  Ti  Ti1  1  0.03720054  0.31014403  0.92540563  1
  Zn  Zn2  1  0.76876459  0.55644487  0.68356710  1
  Zn  Zn3  1  0.29185198  0.05683326  0.16461493  1
  Zn  Zn4  1  0.15872729  0.18833450  0.56079089  1
  Zn  Zn5  1  0.41033266  0.93346258  0.79711217  1
  Au  Au6  1  0.66071966  0.67799065  0.03743270  1
  Au  Au7  1  0.52514260  0.81227479  0.43933214  1
"
337,"# generated using pymatgen
data_ZrSnRu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.67761061
_cell_length_b   4.65511490
_cell_length_c   6.08544315
_cell_angle_alpha   89.97055710
_cell_angle_beta   90.02252689
_cell_angle_gamma   120.08791144
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZrSnRu
_chemical_formula_sum   'Zr2 Sn2 Ru2'
_cell_volume   114.65469578
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zr  Zr0  1  0.20425364  0.64874631  0.13714224  1
  Zr  Zr1  1  0.20520549  0.64862420  0.63844732  1
  Sn  Sn2  1  0.53693922  0.31787064  0.38739982  1
  Sn  Sn3  1  0.86647600  0.97834830  0.88506166  1
  Ru  Ru4  1  0.87337516  0.98493203  0.38352436  1
  Ru  Ru5  1  0.53584221  0.31144701  0.88421749  1
"
338,"# generated using pymatgen
data_TiCo3H4O7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.07461100
_cell_length_b   5.46711552
_cell_length_c   8.66829012
_cell_angle_alpha   97.66243549
_cell_angle_beta   89.75299329
_cell_angle_gamma   106.72242993
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiCo3H4O7
_chemical_formula_sum   'Ti1 Co3 H4 O7'
_cell_volume   138.21043654
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.89288860  0.19965058  0.40085268  1
  Co  Co1  1  0.62994563  0.69425848  0.52158061  1
  Co  Co2  1  0.04278036  0.54040164  0.81586465  1
  Co  Co3  1  0.43500186  0.33206636  0.09357236  1
  H  H4  1  0.35221658  0.15502346  0.75136275  1
  H  H5  1  0.11924354  0.72120532  0.16098058  1
  H  H6  1  0.73556043  0.91827300  0.08245298  1
  H  H7  1  0.76134141  0.95272337  0.82711338  1
  O  O8  1  0.81393359  0.08832548  0.14476044  1
  O  O9  1  0.06364193  0.59502718  0.06669922  1
  O  O10  1  0.23444347  0.95898218  0.44889835  1
  O  O11  1  -0.00607357  0.43319976  0.57599286  1
  O  O12  1  0.40821257  0.28014662  0.84596784  1
  O  O13  1  0.66785594  0.78341203  0.76406915  1
  O  O14  1  0.47422284  0.40012158  0.33318673  1
"
339,"# generated using pymatgen
data_Li3Fe2CoO6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.08284181
_cell_length_b   5.09840281
_cell_length_c   6.58938454
_cell_angle_alpha   59.36713909
_cell_angle_beta   50.50601470
_cell_angle_gamma   60.04028819
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li3Fe2CoO6
_chemical_formula_sum   'Li3 Fe2 Co1 O6'
_cell_volume   109.36073143
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.83708885  0.90153195  0.15277519  1
  Li  Li1  1  0.50358359  0.55752045  0.15299464  1
  Li  Li2  1  0.17985133  0.23701519  0.15166814  1
  Fe  Fe3  1  0.17619640  0.72903258  0.65286550  1
  Fe  Fe4  1  0.50845210  0.06359846  0.65249390  1
  Co  Co5  1  0.84330037  0.39645495  0.65166541  1
  O  O6  1  0.69563601  1.00002677  0.87762123  1
  O  O7  1  0.37386181  0.64414538  0.87667776  1
  O  O8  1  0.31267160  0.14836165  0.42764226  1
  O  O9  1  0.01693352  0.32138509  0.87833319  1
  O  O10  1  0.98999915  0.79250016  0.42710909  1
  O  O11  1  0.66735600  0.47078737  0.42739033  1
"
340,"# generated using pymatgen
data_Cs2RbUTaSiWClO10
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.18528768
_cell_length_b   7.03220066
_cell_length_c   7.92670055
_cell_angle_alpha   90.30938679
_cell_angle_beta   88.28555610
_cell_angle_gamma   107.50377348
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs2RbUTaSiWClO10
_chemical_formula_sum   'Cs2 Rb1 U1 Ta1 Si1 W1 Cl1 O10'
_cell_volume   328.66733388
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.59504662  0.97170398  0.20164449  1
  Cs  Cs1  1  0.16633264  0.17551151  0.45741273  1
  Rb  Rb2  1  0.16463791  0.18124625  0.95548372  1
  U  U3  1  0.50458923  0.75072796  0.71393884  1
  Ta  Ta4  1  0.95554123  0.62334718  0.39561852  1
  Si  Si5  1  0.66430869  0.31188509  0.70670639  1
  W  W6  1  0.92813897  0.61586570  0.01534602  1
  Cl  Cl7  1  0.55059720  0.47375660  0.19225562  1
  O  O8  1  0.46827285  0.42678291  0.71254396  1
  O  O9  1  0.01354906  0.82080907  0.20557129  1
  O  O10  1  0.00809946  0.45786803  0.20345762  1
  O  O11  1  0.24692226  0.70811559  0.88974512  1
  O  O12  1  0.81474676  0.37151892  0.52871018  1
  O  O13  1  0.76293604  0.76186875  0.51490735  1
  O  O14  1  0.82359322  0.36465460  0.87210755  1
  O  O15  1  0.53081547  0.07195958  0.70239599  1
  O  O16  1  0.22976263  0.70501143  0.50298668  1
  O  O17  1  0.76296164  0.77575805  0.89070938  1
"
341,"# generated using pymatgen
data_Li3Fe2CoO6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.08284211
_cell_length_b   5.09840306
_cell_length_c   6.58938537
_cell_angle_alpha   59.36714789
_cell_angle_beta   50.50601804
_cell_angle_gamma   60.04029277
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li3Fe2CoO6
_chemical_formula_sum   'Li3 Fe2 Co1 O6'
_cell_volume   109.36077135
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.83708885  0.90153194  0.15277520  1
  Li  Li1  1  0.50358358  0.55752042  0.15299464  1
  Li  Li2  1  0.17985134  0.23701521  0.15166816  1
  Fe  Fe3  1  0.17619642  0.72903257  0.65286545  1
  Fe  Fe4  1  0.50845209  0.06359850  0.65249387  1
  Co  Co5  1  0.84330039  0.39645495  0.65166539  1
  O  O6  1  0.69563595  1.00002674  0.87762126  1
  O  O7  1  0.37386178  0.64414539  0.87667778  1
  O  O8  1  0.31267162  0.14836163  0.42764228  1
  O  O9  1  0.01693353  0.32138510  0.87833317  1
  O  O10  1  0.98999917  0.79250019  0.42710910  1
  O  O11  1  0.66735601  0.47078735  0.42739034  1
"
342,"# generated using pymatgen
data_Cs2RbUTaSiWClO10
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.18528644
_cell_length_b   7.03219954
_cell_length_c   7.92669932
_cell_angle_alpha   90.30938840
_cell_angle_beta   88.28554756
_cell_angle_gamma   107.50377885
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs2RbUTaSiWClO10
_chemical_formula_sum   'Cs2 Rb1 U1 Ta1 Si1 W1 Cl1 O10'
_cell_volume   328.66715326
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.59504641  0.97170391  0.20164446  1
  Cs  Cs1  1  0.16633243  0.17551142  0.45741298  1
  Rb  Rb2  1  0.16463764  0.18124616  0.95548372  1
  U  U3  1  0.50458925  0.75072793  0.71393885  1
  Ta  Ta4  1  0.95554135  0.62334721  0.39561851  1
  Si  Si5  1  0.66430876  0.31188514  0.70670642  1
  W  W6  1  0.92813895  0.61586572  0.01534601  1
  Cl  Cl7  1  0.55059699  0.47375645  0.19225539  1
  O  O8  1  0.46827283  0.42678283  0.71254411  1
  O  O9  1  0.01354897  0.82080912  0.20557129  1
  O  O10  1  0.00809938  0.45786807  0.20345761  1
  O  O11  1  0.24692240  0.70811561  0.88974513  1
  O  O12  1  0.81474674  0.37151903  0.52871018  1
  O  O13  1  0.76293594  0.76186864  0.51490734  1
  O  O14  1  0.82359351  0.36465476  0.87210745  1
  O  O15  1  0.53081579  0.07195961  0.70239603  1
  O  O16  1  0.22976275  0.70501156  0.50298662  1
  O  O17  1  0.76296180  0.77575804  0.89070935  1
"
343,"# generated using pymatgen
data_NaV4O4F5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.03898959
_cell_length_b   6.29561918
_cell_length_c   5.75774564
_cell_angle_alpha   79.47720292
_cell_angle_beta   68.85956057
_cell_angle_gamma   68.10237032
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaV4O4F5
_chemical_formula_sum   'Na1 V4 O4 F5'
_cell_volume   157.82729970
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.86171339  0.46808576  0.82740683  1
  V  V1  1  0.52518765  0.01745847  0.05680295  1
  V  V2  1  0.69813580  0.21901331  0.47023026  1
  V  V3  1  0.25791350  0.91326006  0.65454691  1
  V  V4  1  0.11504646  0.70949860  0.24498270  1
  O  O5  1  0.65174582  0.94300978  0.38500123  1
  O  O6  1  0.83062175  0.11810929  0.76360490  1
  O  O7  1  0.14028072  1.00524744  0.32519730  1
  O  O8  1  0.42241690  0.78207143  0.93704908  1
  F  F9  1  0.88565518  0.47326280  0.41477823  1
  F  F10  1  0.48732235  0.34954823  0.17624948  1
  F  F11  1  0.29014793  0.59733192  0.53905845  1
  F  F12  1  0.93676788  0.73056245  0.98045793  1
  F  F13  1  0.30612887  0.19695614  0.77902084  1
"
344,"# generated using pymatgen
data_CsK2In2AgSn2Ge
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.80718901
_cell_length_b   6.97940328
_cell_length_c   10.13830483
_cell_angle_alpha   75.67854387
_cell_angle_beta   89.68174698
_cell_angle_gamma   86.40340965
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CsK2In2AgSn2Ge
_chemical_formula_sum   'Cs1 K2 In2 Ag1 Sn2 Ge1'
_cell_volume   328.91594234
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.17714654  0.62173242  0.91485372  1
  K  K1  1  0.63671062  0.20581483  0.30355695  1
  K  K2  1  0.72822453  0.51657243  0.58146845  1
  In  In3  1  0.16132111  0.95822546  0.55799731  1
  In  In4  1  0.69761435  0.78418197  0.16258712  1
  Ag  Ag5  1  0.16812439  0.05208020  0.07986417  1
  Sn  Sn6  1  0.19803270  0.75553456  0.32909292  1
  Sn  Sn7  1  0.66308016  0.11795397  0.92237858  1
  Ge  Ge8  1  0.65707640  1.00233874  0.68454550  1
"
345,"# generated using pymatgen
data_NdZn2Cu3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.18489850
_cell_length_b   5.16171869
_cell_length_c   5.16254938
_cell_angle_alpha   59.59449559
_cell_angle_beta   60.31429036
_cell_angle_gamma   59.75722033
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NdZn2Cu3
_chemical_formula_sum   'Nd1 Zn2 Cu3'
_cell_volume   97.44228719
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nd  Nd0  1  0.14985532  0.30411660  0.28000613  1
  Zn  Zn1  1  0.89868763  0.05192881  0.02722289  1
  Zn  Zn2  1  0.53148147  0.17530204  0.65357616  1
  Cu  Cu3  1  0.52790163  0.68012456  0.65180427  1
  Cu  Cu4  1  0.02329835  0.67957727  0.64697728  1
  Cu  Cu5  1  0.52707611  0.68290057  0.14628814  1
"
346,"# generated using pymatgen
data_LiTiCoO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.25591357
_cell_length_b   3.89581819
_cell_length_c   3.89077910
_cell_angle_alpha   90.04779895
_cell_angle_beta   111.74577485
_cell_angle_gamma   68.22458667
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiTiCoO4
_chemical_formula_sum   'Li1 Ti1 Co1 O4'
_cell_volume   67.85108024
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.90511054  0.93653825  0.29456783  1
  Ti  Ti1  1  0.40962059  0.68405574  0.04453484  1
  Co  Co2  1  0.90991199  0.43196465  0.79700194  1
  O  O3  1  0.34486161  0.21421768  0.01757011  1
  O  O4  1  0.96938066  0.90196429  0.82454815  1
  O  O5  1  0.85094227  0.46260524  0.26736093  1
  O  O6  1  0.47495697  0.64873000  0.57905202  1
"
347,"# generated using pymatgen
data_Mg2In2Ag
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.63935107
_cell_length_b   4.42778482
_cell_length_c   6.12055482
_cell_angle_alpha   68.95547107
_cell_angle_beta   89.65952799
_cell_angle_gamma   89.97267062
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg2In2Ag
_chemical_formula_sum   'Mg2 In2 Ag1'
_cell_volume   117.34057397
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.67872318  0.14998184  0.32269871  1
  Mg  Mg1  1  0.66728557  0.46011760  0.70613310  1
  In  In2  1  0.17010328  0.64168311  0.32308327  1
  In  In3  1  0.17285046  0.96115366  0.71221246  1
  Ag  Ag4  1  0.67002996  0.80624976  0.01401985  1
"
348,"# generated using pymatgen
data_Li3Bi2Mo2O11
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.59851463
_cell_length_b   6.12601093
_cell_length_c   7.74938343
_cell_angle_alpha   90.55118495
_cell_angle_beta   87.97638554
_cell_angle_gamma   105.04083796
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li3Bi2Mo2O11
_chemical_formula_sum   'Li3 Bi2 Mo2 O11'
_cell_volume   256.51187460
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.15022450  0.96686978  0.33879987  1
  Li  Li1  1  0.59490977  0.97971559  0.59763099  1
  Li  Li2  1  0.04999229  1.00055235  0.85367655  1
  Bi  Bi3  1  0.58413981  0.52081262  0.83852367  1
  Bi  Bi4  1  0.57991681  0.43132977  0.35315734  1
  Mo  Mo5  1  0.66340588  0.98118145  0.10361039  1
  Mo  Mo6  1  0.09213211  0.48785595  0.59766325  1
  O  O7  1  0.49573128  0.66677595  0.12890383  1
  O  O8  1  0.74225544  0.31092518  0.61551145  1
  O  O9  1  0.03287472  0.69217442  0.76613759  1
  O  O10  1  0.17825774  0.27613957  0.43268716  1
  O  O11  1  0.45922502  0.64801313  0.57596016  1
  O  O12  1  0.64692408  0.92071222  0.86003671  1
  O  O13  1  0.52413193  0.03318091  0.32666522  1
  O  O14  1  0.01247460  0.65553647  0.41981566  1
  O  O15  1  0.19235801  0.31010760  0.77995705  1
  O  O16  1  0.97837169  0.99038251  0.12787207  1
  O  O17  1  0.66260710  0.28232675  0.05703705  1
"
349,"# generated using pymatgen
data_Ba(ZnAs)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.14957914
_cell_length_b   4.16405947
_cell_length_c   7.49327590
_cell_angle_alpha   104.53484320
_cell_angle_beta   104.72942438
_cell_angle_gamma   89.62286811
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ba(ZnAs)2
_chemical_formula_sum   'Ba1 Zn2 As2'
_cell_volume   120.98766555
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.36595128  0.78955645  0.65615099  1
  Zn  Zn1  1  0.12927470  0.02891499  0.15486464  1
  Zn  Zn2  1  0.62238445  0.54668081  0.15787973  1
  As  As3  1  0.02206981  0.43607745  0.93691561  1
  As  As4  1  0.72606973  0.14207686  0.37696109  1
"
350,"# generated using pymatgen
data_Y2GaPd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.98786019
_cell_length_b   5.56432760
_cell_length_c   5.56609933
_cell_angle_alpha   100.91569392
_cell_angle_beta   89.90695946
_cell_angle_gamma   90.12871534
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Y2GaPd
_chemical_formula_sum   'Y4 Ga2 Pd2'
_cell_volume   182.09758177
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.93089703  0.04297210  0.35800460  1
  Y  Y1  1  0.43027514  0.13765040  0.66425750  1
  Y  Y2  1  0.43117212  0.74264975  0.06131927  1
  Y  Y3  1  0.93029788  0.43854579  0.96181736  1
  Ga  Ga4  1  0.67967250  0.59140603  0.51236942  1
  Ga  Ga5  1  0.17970288  0.58851077  0.50926235  1
  Pd  Pd6  1  0.42981158  0.27409026  0.19252856  1
  Pd  Pd7  1  0.93240979  0.90945449  0.82618423  1
"
351,"# generated using pymatgen
data_SnPd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.26626866
_cell_length_b   5.19044859
_cell_length_c   6.70834047
_cell_angle_alpha   71.04439141
_cell_angle_beta   70.40807655
_cell_angle_gamma   74.65508171
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SnPd
_chemical_formula_sum   'Sn4 Pd4'
_cell_volume   160.86937786
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sn  Sn0  1  0.33116490  0.73226731  0.57786797  1
  Sn  Sn1  1  0.31148251  0.69272246  0.10104444  1
  Sn  Sn2  1  0.75080314  0.19070672  0.86869076  1
  Sn  Sn3  1  0.80404217  0.14718089  0.35726679  1
  Pd  Pd4  1  0.77500031  0.69950171  0.20249777  1
  Pd  Pd5  1  0.16198710  0.32075336  0.49775634  1
  Pd  Pd6  1  0.18379394  0.30447965  0.94049985  1
  Pd  Pd7  1  0.77743036  0.73272477  0.74745607  1
"
