,cif
271,"# generated using pymatgen
data_PrAl2Cu3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.47584695
_cell_length_b   5.47584695
_cell_length_c   3.92129206
_cell_angle_alpha   90.00000035
_cell_angle_beta   89.99999981
_cell_angle_gamma   119.81527497
_symmetry_Int_Tables_number   1
_chemical_formula_structural   PrAl2Cu3
_chemical_formula_sum   'Pr1 Al2 Cu3'
_cell_volume   102.01588904
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pr  Pr0  1  0.63850598  0.73149402  0.88000000  1
  Al  Al1  1  0.30220034  0.06779966  0.88000000  1
  Al  Al2  1  0.97098900  0.39901100  0.88000000  1
  Cu  Cu3  1  0.13880007  0.23119993  0.38000000  1
  Cu  Cu4  1  0.14064859  0.73114398  0.38000000  1
  Cu  Cu5  1  0.63885602  0.22935141  0.38000000  1
"
272,"# generated using pymatgen
data_EuGe2Pt
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.30024928
_cell_length_b   4.45881301
_cell_length_c   4.69143614
_cell_angle_alpha   76.92551829
_cell_angle_beta   90.00000043
_cell_angle_gamma   89.99999859
_symmetry_Int_Tables_number   1
_chemical_formula_structural   EuGe2Pt
_chemical_formula_sum   'Eu1 Ge2 Pt1'
_cell_volume   87.62174693
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Eu  Eu0  1  0.58000000  0.45000000  0.93000000  1
  Ge  Ge1  1  0.08000000  0.77389214  0.23939589  1
  Ge  Ge2  1  0.08000000  0.12610785  0.62060410  1
  Pt  Pt3  1  0.58000000  0.95000000  0.43000000  1
"
273,"# generated using pymatgen
data_Mg3PPt3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.31353881
_cell_length_b   7.34003266
_cell_length_c   6.31168988
_cell_angle_alpha   114.36850838
_cell_angle_beta   61.48275926
_cell_angle_gamma   149.54530286
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg3PPt3
_chemical_formula_sum   'Mg3 P1 Pt3'
_cell_volume   130.26513756
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.25934484  0.69253966  0.22361316  1
  Mg  Mg1  1  0.67612192  0.67480749  0.54513217  1
  Mg  Mg2  1  0.85526892  0.69379194  0.94059046  1
  P  P3  1  0.75475782  0.19380548  0.79613405  1
  Pt  Pt4  1  0.44743205  0.18211821  0.19027094  1
  Pt  Pt5  1  0.04784062  0.19083548  0.90288219  1
  Pt  Pt6  1  0.55923382  0.20210174  0.58137703  1
"
274,"# generated using pymatgen
data_GdSb2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.30018813
_cell_length_b   5.37377973
_cell_length_c   9.80555153
_cell_angle_alpha   114.58504551
_cell_angle_beta   113.78143276
_cell_angle_gamma   72.18795718
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GdSb2
_chemical_formula_sum   'Gd4 Sb8'
_cell_volume   358.89330068
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  -0.02046229  0.89597784  0.24759081  1
  Gd  Gd1  1  0.49821354  0.36566905  0.27388967  1
  Gd  Gd2  1  0.78308743  -0.00036769  0.77227421  1
  Gd  Gd3  1  0.27485809  0.51383572  0.74182009  1
  Sb  Sb4  1  0.47492926  0.05717476  -0.08938255  1
  Sb  Sb5  1  0.17737097  0.39451955  0.37456938  1
  Sb  Sb6  1  0.38907798  0.82948294  0.57628132  1
  Sb  Sb7  1  0.87995889  0.35567185  0.56026168  1
  Sb  Sb8  1  0.75183253  0.40337803  0.11195780  1
  Sb  Sb9  1  0.99946047  0.50157475  0.90228673  1
  Sb  Sb10  1  0.17381396  -0.00536660  1.04591331  1
  Sb  Sb11  1  0.70785916  0.86844980  0.40253756  1
"
275,"# generated using pymatgen
data_Mg7In2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.64026586
_cell_length_b   9.18364278
_cell_length_c   3.15079548
_cell_angle_alpha   89.99999406
_cell_angle_beta   90.00000411
_cell_angle_gamma   121.77252926
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg7In2
_chemical_formula_sum   'Mg7 In2'
_cell_volume   212.54722209
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  1.00052539  0.29533181  0.94000000  1
  Mg  Mg1  1  0.99465319  0.65375729  0.94000000  1
  Mg  Mg2  1  0.63323376  0.29284465  0.93999999  1
  Mg  Mg3  1  0.31525454  -0.02963610  0.44000000  1
  Mg  Mg4  1  0.62154979  0.62255641  0.94000000  1
  Mg  Mg5  1  0.30220986  0.63062029  0.44000000  1
  Mg  Mg6  1  0.93830192  -0.05335542  0.44000000  1
  In  In7  1  0.31893774  0.30105200  0.44000000  1
  In  In8  1  0.62533382  -0.04317093  0.94000000  1
"
276,"# generated using pymatgen
data_LuGa
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.65066551
_cell_length_b   7.95932483
_cell_length_c   7.10588839
_cell_angle_alpha   113.21587542
_cell_angle_beta   92.06297553
_cell_angle_gamma   107.47814609
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LuGa
_chemical_formula_sum   'Lu6 Ga6'
_cell_volume   275.77257181
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Lu  Lu0  1  0.43110511  0.54567345  1.13513785  1
  Lu  Lu1  1  0.64676963  0.50414816  0.59174005  1
  Lu  Lu2  1  0.80182410  0.23807434  1.11348222  1
  Lu  Lu3  1  0.08015803  0.83512093  0.39611072  1
  Lu  Lu4  1  0.03624318  0.26900297  0.65941106  1
  Lu  Lu5  1  0.26964274  0.82687677  0.89292421  1
  Ga  Ga6  1  0.89100908  0.55064441  -0.01614366  1
  Ga  Ga7  1  0.64565765  0.87963080  0.62358891  1
  Ga  Ga8  1  0.48268917  0.17971981  0.74594599  1
  Ga  Ga9  1  0.16945911  0.53478437  0.47226453  1
  Ga  Ga10  1  0.26036656  0.17435002  0.24616412  1
  Ga  Ga11  1  0.60507564  -0.00802603  0.31937399  1
"
277,"# generated using pymatgen
data_Nd2ScSn3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.52258701
_cell_length_b   5.51173337
_cell_length_c   3.67271863
_cell_angle_alpha   89.99999774
_cell_angle_beta   89.99999886
_cell_angle_gamma   109.26620869
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Nd2ScSn3
_chemical_formula_sum   'Nd2 Sc1 Sn3'
_cell_volume   162.86108542
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nd  Nd0  1  0.19529872  0.22917288  0.97000000  1
  Nd  Nd1  1  0.87757452  0.55636840  0.97000000  1
  Sc  Sc2  1  0.53911005  0.87067613  0.97000000  1
  Sn  Sn3  1  0.53713851  0.43550111  0.47000000  1
  Sn  Sn4  1  0.25488217  0.77558386  0.47000000  1
  Sn  Sn5  1  0.82599602  0.04269762  0.47000000  1
"
278,"# generated using pymatgen
data_GdGePd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.74103884
_cell_length_b   4.33136844
_cell_length_c   4.48859458
_cell_angle_alpha   120.51201460
_cell_angle_beta   89.99999943
_cell_angle_gamma   90.00000066
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GdGePd
_chemical_formula_sum   'Gd1 Ge1 Pd1'
_cell_volume   62.66058683
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.00000000  0.24185649  0.85245825  1
  Ge  Ge1  1  0.50000000  0.89803685  0.14615853  1
  Pd  Pd2  1  0.50000000  0.58010666  0.49138321  1
"
279,"# generated using pymatgen
data_MgGa5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.60538127
_cell_length_b   6.68829190
_cell_length_c   4.06180237
_cell_angle_alpha   85.09481841
_cell_angle_beta   90.00000458
_cell_angle_gamma   90.00000250
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgGa5
_chemical_formula_sum   'Mg1 Ga5'
_cell_volume   124.65396681
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.10999999  0.36718870  0.32327469  1
  Ga  Ga1  1  0.10999999  0.05916040  0.84837578  1
  Ga  Ga2  1  0.60999998  0.79698927  0.09413367  1
  Ga  Ga3  1  0.61000003  0.19158941  0.04854288  1
  Ga  Ga4  1  0.11000000  0.67621922  0.83378929  1
  Ga  Ga5  1  0.61000001  0.52885301  0.61188369  1
"
280,"# generated using pymatgen
data_MgSnAu2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.82876770
_cell_length_b   4.69140080
_cell_length_c   4.64569691
_cell_angle_alpha   66.64512386
_cell_angle_beta   90.00001386
_cell_angle_gamma   89.99995126
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgSnAu2
_chemical_formula_sum   'Mg1 Sn1 Au2'
_cell_volume   96.61935992
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.12000023  0.97752881  0.52206896  1
  Sn  Sn1  1  0.61999973  0.34168774  0.12814443  1
  Au  Au2  1  0.62000044  0.69355581  0.49365735  1
  Au  Au3  1  0.11999960  0.36722764  0.83612926  1
"
281,"# generated using pymatgen
data_LuMgCd2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.04614383
_cell_length_b   5.04614381
_cell_length_c   5.04614390
_cell_angle_alpha   59.91308818
_cell_angle_beta   59.91308809
_cell_angle_gamma   59.91308823
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LuMgCd2
_chemical_formula_sum   'Lu1 Mg1 Cd2'
_cell_volume   90.67901374
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Lu  Lu0  1  0.09000000  0.13000000  0.96000000  1
  Mg  Mg1  1  0.59000000  0.63000000  0.46000000  1
  Cd  Cd2  1  0.84010828  0.88010828  0.71010828  1
  Cd  Cd3  1  0.33989172  0.37989172  0.20989172  1
"
282,"# generated using pymatgen
data_Mg3CdSb6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.32011099
_cell_length_b   10.75045806
_cell_length_c   7.03377487
_cell_angle_alpha   91.32413526
_cell_angle_beta   134.94504096
_cell_angle_gamma   86.26150191
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg3CdSb6
_chemical_formula_sum   'Mg3 Cd1 Sb6'
_cell_volume   390.73262974
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.20604126  0.44844933  0.77353413  1
  Mg  Mg1  1  0.72469017  1.04499156  0.68945002  1
  Mg  Mg2  1  0.51613794  0.77144432  0.24490339  1
  Cd  Cd3  1  0.03307651  0.18462782  0.23704155  1
  Sb  Sb4  1  0.49057520  0.25104041  0.76397331  1
  Sb  Sb5  1  0.85172629  0.31732327  0.75737579  1
  Sb  Sb6  1  0.96083964  0.65340757  0.38593016  1
  Sb  Sb7  1  0.05283504  0.86189721  0.68128244  1
  Sb  Sb8  1  0.27260891  0.01315302  0.12432865  1
  Sb  Sb9  1  0.64146903  0.50366548  0.35218055  1
"
283,"# generated using pymatgen
data_Gd2RuRh
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.89176823
_cell_length_b   4.89176814
_cell_length_c   4.89176824
_cell_angle_alpha   59.78283282
_cell_angle_beta   59.78283175
_cell_angle_gamma   59.78283280
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Gd2RuRh
_chemical_formula_sum   'Gd2 Ru1 Rh1'
_cell_volume   82.36374101
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.06998790  0.40998790  0.17998790  1
  Gd  Gd1  1  0.57001210  0.91001210  0.68001210  1
  Ru  Ru2  1  0.82000000  0.16000000  0.93000000  1
  Rh  Rh3  1  0.32000000  0.66000000  0.43000000  1
"
284,"# generated using pymatgen
data_YMg3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.70071355
_cell_length_b   5.68409301
_cell_length_c   5.70523984
_cell_angle_alpha   131.44058783
_cell_angle_beta   150.82700512
_cell_angle_gamma   49.27960478
_symmetry_Int_Tables_number   1
_chemical_formula_structural   YMg3
_chemical_formula_sum   'Y1 Mg3'
_cell_volume   100.93896494
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.45999999  0.63000000  0.89000000  1
  Mg  Mg1  1  0.95999999  0.13000001  0.89000000  1
  Mg  Mg2  1  0.70934117  0.87550447  0.88437232  1
  Mg  Mg3  1  0.21065883  0.38449552  0.89562768  1
"
285,"# generated using pymatgen
data_HoSiRu2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.96646323
_cell_length_b   7.96646261
_cell_length_c   5.35939663
_cell_angle_alpha   28.77563607
_cell_angle_beta   28.77563467
_cell_angle_gamma   30.28061906
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HoSiRu2
_chemical_formula_sum   'Ho1 Si1 Ru2'
_cell_volume   71.84493539
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ho  Ho0  1  0.51999999  0.43000000  0.97000001  1
  Si  Si1  1  0.02000002  0.92999998  0.47000001  1
  Ru  Ru2  1  0.30728523  0.21728533  0.03354977  1
  Ru  Ru3  1  0.73271475  0.64271469  0.90645021  1
"
286,"# generated using pymatgen
data_Gd2TlCd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.38015818
_cell_length_b   5.38015818
_cell_length_c   5.38015808
_cell_angle_alpha   59.70678419
_cell_angle_beta   59.70678418
_cell_angle_gamma   59.70678558
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Gd2TlCd
_chemical_formula_sum   'Gd2 Tl1 Cd1'
_cell_volume   109.38758091
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.02001245  0.59001245  0.39001245  1
  Gd  Gd1  1  0.51998755  0.08998755  0.88998755  1
  Tl  Tl2  1  0.77000000  0.34000000  0.14000000  1
  Cd  Cd3  1  0.27000000  0.84000000  0.64000000  1
"
287,"# generated using pymatgen
data_YbMg2Cd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.18290676
_cell_length_b   5.17650171
_cell_length_c   5.17650172
_cell_angle_alpha   60.09743533
_cell_angle_beta   59.96955643
_cell_angle_gamma   59.96955777
_symmetry_Int_Tables_number   1
_chemical_formula_structural   YbMg2Cd
_chemical_formula_sum   'Yb1 Mg2 Cd1'
_cell_volume   98.23123749
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Yb  Yb0  1  0.17007000  0.29719367  0.22719367  1
  Mg  Mg1  1  0.41987527  0.54211783  0.47211784  1
  Mg  Mg2  1  0.92001895  0.04225942  0.97225943  1
  Cd  Cd3  1  0.67003578  0.79842907  0.72842907  1
"
288,"# generated using pymatgen
data_MgGa2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.37550271
_cell_length_b   5.35357704
_cell_length_c   4.78837047
_cell_angle_alpha   89.99999993
_cell_angle_beta   90.00000257
_cell_angle_gamma   120.01783946
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgGa2
_chemical_formula_sum   'Mg2 Ga4'
_cell_volume   119.31730076
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.48064465  0.51041961  0.91000000  1
  Mg  Mg1  1  0.81905282  0.17972157  0.91000000  1
  Ga  Ga2  1  0.15004261  0.84971567  0.91000000  1
  Ga  Ga3  1  0.98001028  0.51017148  0.41000000  1
  Ga  Ga4  1  0.48037366  0.01012413  0.41000000  1
  Ga  Ga5  1  0.97987599  0.00984754  0.41000000  1
"
289,"# generated using pymatgen
data_HfRh3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.51588158
_cell_length_b   5.52420218
_cell_length_c   4.12055795
_cell_angle_alpha   89.99999938
_cell_angle_beta   90.00000387
_cell_angle_gamma   87.78518666
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HfRh3
_chemical_formula_sum   'Hf2 Rh6'
_cell_volume   125.46308647
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hf  Hf0  1  0.98678504  0.64261038  0.28000000  1
  Hf  Hf1  1  0.31321497  0.96738962  0.78000000  1
  Rh  Rh2  1  0.75655617  0.40889840  0.78000000  1
  Rh  Rh3  1  0.26482674  0.45371329  0.78000000  1
  Rh  Rh4  1  0.80006470  0.91907779  0.78000000  1
  Rh  Rh5  1  0.54344383  0.20110160  0.28000000  1
  Rh  Rh6  1  1.03517327  0.15628672  0.28000000  1
  Rh  Rh7  1  0.49993530  0.69092221  0.28000000  1
"
290,"# generated using pymatgen
data_ScSiRu2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.34637050
_cell_length_b   4.34637053
_cell_length_c   4.34637053
_cell_angle_alpha   59.78540709
_cell_angle_beta   59.78540796
_cell_angle_gamma   59.78540740
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ScSiRu2
_chemical_formula_sum   'Sc1 Si1 Ru2'
_cell_volume   57.77557046
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.77000000  0.46000000  0.53000000  1
  Si  Si1  1  0.27000000  0.96000000  0.03000000  1
  Ru  Ru2  1  0.52027539  0.21027539  0.28027540  1
  Ru  Ru3  1  0.01972461  0.70972461  0.77972461  1
"
291,"# generated using pymatgen
data_Ca2Bi2Pd3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.69548551
_cell_length_b   7.98494599
_cell_length_c   9.86160983
_cell_angle_alpha   106.09569589
_cell_angle_beta   90.00025525
_cell_angle_gamma   89.99976325
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ca2Bi2Pd3
_chemical_formula_sum   'Ca4 Bi4 Pd6'
_cell_volume   355.24934880
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.16000280  0.40983598  0.80175692  1
  Ca  Ca1  1  0.65999643  0.90435095  0.80517812  1
  Ca  Ca2  1  0.15999489  0.89857589  0.30215775  1
  Ca  Ca3  1  0.66000303  0.40894645  0.30629624  1
  Bi  Bi4  1  0.16000280  0.14776055  0.05125773  1
  Bi  Bi5  1  0.65999902  0.15485265  0.55712683  1
  Bi  Bi6  1  0.65999834  0.66346906  0.05115702  1
  Bi  Bi7  1  0.16000200  0.66371532  0.54840641  1
  Pd  Pd8  1  0.15999604  0.79014638  0.97240103  1
  Pd  Pd9  1  0.66000483  0.51503475  0.61806169  1
  Pd  Pd10  1  0.66000124  0.29974251  -0.01020299  1
  Pd  Pd11  1  0.15999856  0.29668198  0.48345708  1
  Pd  Pd12  1  0.65999911  0.79826653  0.47827595  1
  Pd  Pd13  1  0.16000091  0.50862100  0.11467021  1
"
292,"# generated using pymatgen
data_Li3Tl
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.73714800
_cell_length_b   4.73714805
_cell_length_c   4.73714810
_cell_angle_alpha   60.00634763
_cell_angle_beta   60.00634772
_cell_angle_gamma   60.00634809
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li3Tl
_chemical_formula_sum   'Li3 Tl1'
_cell_volume   75.17931647
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.33995256  0.25995257  0.23995256  1
  Li  Li1  1  0.84004744  0.76004743  0.74004743  1
  Li  Li2  1  0.59000000  0.51000000  0.49000000  1
  Tl  Tl3  1  0.09000000  0.01000000  0.99000000  1
"
293,"# generated using pymatgen
data_NdNi3Ge2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.73865731
_cell_length_b   5.38842881
_cell_length_c   5.38471184
_cell_angle_alpha   59.97595106
_cell_angle_beta   89.99999960
_cell_angle_gamma   89.99999969
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NdNi3Ge2
_chemical_formula_sum   'Nd1 Ni3 Ge2'
_cell_volume   93.92162800
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nd  Nd0  1  0.94000000  0.40781932  0.84785688  1
  Ni  Ni1  1  0.44000000  0.90903850  0.84866808  1
  Ni  Ni2  1  0.44000000  0.40875930  0.34910397  1
  Ni  Ni3  1  0.44000000  0.90847914  0.34843862  1
  Ge  Ge4  1  0.94000000  0.74659377  0.17604395  1
  Ge  Ge5  1  0.94000000  0.06930998  0.51988851  1
"
294,"# generated using pymatgen
data_ErMn3O6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.22232123
_cell_length_b   6.34545345
_cell_length_c   5.41236318
_cell_angle_alpha   126.57320008
_cell_angle_beta   125.83630986
_cell_angle_gamma   85.46711633
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ErMn3O6
_chemical_formula_sum   'Er1 Mn3 O6'
_cell_volume   126.62103593
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Er  Er0  1  0.57088835  0.74809536  0.85443085  1
  Mn  Mn1  1  0.19557559  0.04476623  0.11682190  1
  Mn  Mn2  1  0.91719018  0.47980848  0.32282682  1
  Mn  Mn3  1  0.30709154  0.35432045  0.90858452  1
  O  O4  1  0.26895912  0.69606419  0.95056669  1
  O  O5  1  0.15546718  0.38718466  1.18128727  1
  O  O6  1  0.68958929  0.60213650  0.47494647  1
  O  O7  1  0.27223469  0.98087890  0.78191151  1
  O  O8  1  0.97928694  0.12452042  0.31239947  1
  O  O9  1  0.57371716  0.36222477  0.79622447  1
"
