,cif
264,"# generated using pymatgen
data_Zr
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.86470994
_cell_length_b   5.94255286
_cell_length_c   9.68914643
_cell_angle_alpha   90.97283126
_cell_angle_beta   78.86370021
_cell_angle_gamma   95.41353284
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Zr
_chemical_formula_sum   Zr14
_cell_volume   329.84342072
_cell_formula_units_Z   14
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zr  Zr0  1  -0.03522547  0.35260530  0.01041385  1
  Zr  Zr1  1  -0.02593865  0.44594018  0.69527010  1
  Zr  Zr2  1  0.16965750  0.01212844  0.66421980  1
  Zr  Zr3  1  0.71555253  0.82586119  0.58525132  1
  Zr  Zr4  1  0.45610761  0.49217347  0.14332484  1
  Zr  Zr5  1  0.23621081  -0.03462508  0.10169128  1
  Zr  Zr6  1  0.89288765  0.61713731  0.28781917  1
  Zr  Zr7  1  0.34849602  0.71621996  0.84048498  1
  Zr  Zr8  1  0.48077900  0.27270151  0.84592803  1
  Zr  Zr9  1  0.82027510  0.84426109  0.93520268  1
  Zr  Zr10  1  0.58995569  0.30314303  0.51326546  1
  Zr  Zr11  1  0.30336071  0.67407380  0.44075545  1
  Zr  Zr12  1  0.09040623  0.18193038  0.37524129  1
  Zr  Zr13  1  0.65747525  1.02644940  0.24113175  1
"
265,"# generated using pymatgen
data_Sc2Ge
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.70494124
_cell_length_b   5.45154721
_cell_length_c   5.42610740
_cell_angle_alpha   53.45691529
_cell_angle_beta   50.15309242
_cell_angle_gamma   48.86783659
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sc2Ge
_chemical_formula_sum   'Sc4 Ge2'
_cell_volume   125.69382034
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.77130759  0.26512713  0.00942428  1
  Sc  Sc1  1  0.84195798  0.54184708  0.28373516  1
  Sc  Sc2  1  0.27130762  0.76512712  0.50942429  1
  Sc  Sc3  1  0.34195801  1.04184709  0.78373510  1
  Ge  Ge4  1  0.30673441  0.40302578  0.14684059  1
  Ge  Ge5  1  0.80673439  0.90302580  0.64684057  1
"
266,"# generated using pymatgen
data_Dy
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   14.12995705
_cell_length_b   12.10184505
_cell_length_c   5.68253030
_cell_angle_alpha   44.44968756
_cell_angle_beta   125.35736107
_cell_angle_gamma   135.69674089
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Dy
_chemical_formula_sum   Dy14
_cell_volume   470.68927396
_cell_formula_units_Z   14
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Dy  Dy0  1  0.92477376  0.56628867  0.46597310  1
  Dy  Dy1  1  0.82150921  0.28193441  0.24798458  1
  Dy  Dy2  1  0.12505265  0.71706600  1.01150043  1
  Dy  Dy3  1  0.32011233  0.01454860  0.37615525  1
  Dy  Dy4  1  0.46182748  0.95119118  0.18494975  1
  Dy  Dy5  1  0.59640754  0.37543778  0.48504632  1
  Dy  Dy6  1  0.26224926  0.22196189  0.41289529  1
  Dy  Dy7  1  0.62182158  -0.01243613  0.86865609  1
  Dy  Dy8  1  0.85667709  0.78002579  0.49284761  1
  Dy  Dy9  1  0.26455815  0.61799271  0.82481481  1
  Dy  Dy10  1  0.05037094  0.05072078  0.88522199  1
  Dy  Dy11  1  0.36247501  0.50041148  0.62580840  1
  Dy  Dy12  1  0.70789343  0.82437132  0.71828564  1
  Dy  Dy13  1  0.96427158  0.21048552  0.05986075  1
"
267,"# generated using pymatgen
data_CoAu11
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.61858631
_cell_length_b   7.59528424
_cell_length_c   4.70916379
_cell_angle_alpha   89.46351985
_cell_angle_beta   89.91977496
_cell_angle_gamma   119.51004746
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CoAu11
_chemical_formula_sum   'Co1 Au11'
_cell_volume   237.12999609
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Co  Co0  1  0.28937012  0.18336130  0.94986838  1
  Au  Au1  1  0.87536260  0.02939587  0.95025880  1
  Au  Au2  1  0.04339322  0.75626377  0.95563247  1
  Au  Au3  1  0.56790708  0.60745580  0.95385321  1
  Au  Au4  1  0.46669543  0.73671573  0.45508995  1
  Au  Au5  1  0.26513281  -0.04103065  0.45288902  1
  Au  Au6  1  0.49669716  0.37057284  0.45118150  1
  Au  Au7  1  0.72061841  0.34617874  0.94515837  1
  Au  Au8  1  0.07915760  0.19977403  0.44684062  1
  Au  Au9  1  0.46846039  -0.05799622  0.95227821  1
  Au  Au10  1  0.14358411  0.44417403  0.93135153  1
  Au  Au11  1  0.84362106  0.74513476  0.45559794  1
"
268,"# generated using pymatgen
data_NdCu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.09241823
_cell_length_b   5.09241837
_cell_length_c   5.09241820
_cell_angle_alpha   59.53093441
_cell_angle_beta   59.53093376
_cell_angle_gamma   59.53093372
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NdCu
_chemical_formula_sum   'Nd2 Cu2'
_cell_volume   92.38473557
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nd  Nd0  1  0.60000000  0.35000000  0.20000000  1
  Nd  Nd1  1  0.10000000  0.85000000  0.70000000  1
  Cu  Cu2  1  0.35000000  0.10000000  0.95000000  1
  Cu  Cu3  1  0.85000000  0.60000000  0.45000000  1
"
269,"# generated using pymatgen
data_KMoO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.69734671
_cell_length_b   6.02804729
_cell_length_c   4.61322207
_cell_angle_alpha   89.89131872
_cell_angle_beta   89.58833837
_cell_angle_gamma   89.10174337
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KMoO4
_chemical_formula_sum   'K1 Mo1 O4'
_cell_volume   130.60757112
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.43779340  0.59556739  0.04844515  1
  Mo  Mo1  1  0.93712377  0.09357939  0.54114561  1
  O  O2  1  0.17786319  0.25827205  0.33027259  1
  O  O3  1  0.71155130  0.28274925  0.74142068  1
  O  O4  1  0.13089203  0.90776777  0.77562121  1
  O  O5  1  0.73477631  0.92206414  0.30309476  1
"
270,"# generated using pymatgen
data_CeTi8Zn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   13.49982376
_cell_length_b   13.43482593
_cell_length_c   5.14286795
_cell_angle_alpha   85.34524744
_cell_angle_beta   88.90689708
_cell_angle_gamma   166.70496615
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CeTi8Zn
_chemical_formula_sum   'Ce1 Ti8 Zn1'
_cell_volume   193.24220735
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ce  Ce0  1  0.62761716  0.67321790  0.54397873  1
  Ti  Ti1  1  0.31747316  0.11638875  0.90624833  1
  Ti  Ti2  1  0.02264497  0.23912095  0.19903821  1
  Ti  Ti3  1  0.08639248  0.31910724  0.79458065  1
  Ti  Ti4  1  0.23194006  0.01848089  0.31592777  1
  Ti  Ti5  1  0.42389078  0.83001536  0.26528166  1
  Ti  Ti6  1  0.93221220  0.54597571  0.83723835  1
  Ti  Ti7  1  0.84633733  0.44657700  0.24514086  1
  Ti  Ti8  1  0.50698790  0.92782595  0.85861511  1
  Zn  Zn9  1  0.66450395  0.62329023  0.05395035  1
"
271,"# generated using pymatgen
data_Mg2ZnCu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.57967912
_cell_length_b   4.57967913
_cell_length_c   4.57967921
_cell_angle_alpha   59.83249943
_cell_angle_beta   59.83249918
_cell_angle_gamma   59.83249829
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg2ZnCu
_chemical_formula_sum   'Mg2 Zn1 Cu1'
_cell_volume   67.66062101
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.43003358  0.57003358  0.56003357  1
  Mg  Mg1  1  0.92996643  0.06996642  0.05996643  1
  Zn  Zn2  1  0.68000000  0.82000000  0.81000000  1
  Cu  Cu3  1  0.18000000  0.32000000  0.31000000  1
"
272,"# generated using pymatgen
data_MnAlPt2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.37026158
_cell_length_b   4.37026162
_cell_length_c   4.37026182
_cell_angle_alpha   59.83421628
_cell_angle_beta   59.83421644
_cell_angle_gamma   59.83421864
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MnAlPt2
_chemical_formula_sum   'Mn1 Al1 Pt2'
_cell_volume   58.79903003
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.86995004  0.85995004  0.54995004  1
  Al  Al1  1  0.62002342  0.61002342  0.30002343  1
  Pt  Pt2  1  0.36979616  0.35979617  0.04979617  1
  Pt  Pt3  1  0.12023037  0.11023037  0.80023037  1
"
273,"# generated using pymatgen
data_MgZr3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.51068713
_cell_length_b   5.10858001
_cell_length_c   5.11663417
_cell_angle_alpha   90.00000167
_cell_angle_beta   89.99822314
_cell_angle_gamma   90.00000280
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgZr3
_chemical_formula_sum   'Mg1 Zr3'
_cell_volume   91.76492073
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.26463977  0.48000000  0.85330540  1
  Zr  Zr1  1  0.26540568  0.98000001  0.36242053  1
  Zr  Zr2  1  0.76542758  0.48000000  0.35370520  1
  Zr  Zr3  1  0.76452697  0.98000000  0.86056886  1
"
274,"# generated using pymatgen
data_DyCdPt
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.16696178
_cell_length_b   7.18305124
_cell_length_c   8.76718575
_cell_angle_alpha   89.99998593
_cell_angle_beta   89.99999879
_cell_angle_gamma   89.99999984
_symmetry_Int_Tables_number   1
_chemical_formula_structural   DyCdPt
_chemical_formula_sum   'Dy4 Cd4 Pt4'
_cell_volume   262.41502033
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Dy  Dy0  1  0.66000000  0.11853909  0.01963234  1
  Dy  Dy1  1  0.16000000  0.19140453  0.38695807  1
  Dy  Dy2  1  0.66000000  0.61857936  0.88702587  1
  Dy  Dy3  1  0.16000000  0.69144311  0.51970102  1
  Cd  Cd4  1  0.16000001  0.80290330  0.13759545  1
  Cd  Cd5  1  0.66000000  0.50706406  0.26908159  1
  Cd  Cd6  1  0.16000000  0.30298503  0.76907106  1
  Cd  Cd7  1  0.66000000  0.00713830  0.63758373  1
  Pt  Pt8  1  0.16000000  0.39123549  0.07815255  1
  Pt  Pt9  1  0.66000000  0.91866644  0.32853290  1
  Pt  Pt10  1  0.16000000  0.89130771  0.82852433  1
  Pt  Pt11  1  0.66000000  0.41873360  0.57814108  1
"
275,"# generated using pymatgen
data_SiOs
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.66094566
_cell_length_b   3.02545571
_cell_length_c   4.97352485
_cell_angle_alpha   90.60586811
_cell_angle_beta   88.10569808
_cell_angle_gamma   90.14269600
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SiOs
_chemical_formula_sum   'Si2 Os2'
_cell_volume   55.05359618
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Si  Si0  1  0.65896720  0.48985573  0.73868416  1
  Si  Si1  1  0.18629179  -0.03454183  0.10128793  1
  Os  Os2  1  0.16348546  0.98180648  0.60484550  1
  Os  Os3  1  0.68125555  0.47287962  0.23518242  1
"
276,"# generated using pymatgen
data_HfCuSn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.92842607
_cell_length_b   4.95342670
_cell_length_c   12.08323898
_cell_angle_alpha   89.56810734
_cell_angle_beta   128.20405483
_cell_angle_gamma   90.64591556
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HfCuSn
_chemical_formula_sum   'Hf4 Cu4 Sn4'
_cell_volume   231.78691797
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hf  Hf0  1  0.39072567  0.41849832  0.49561425  1
  Hf  Hf1  1  0.33965956  0.18398259  -0.02049932  1
  Hf  Hf2  1  -0.11829041  0.70235259  -0.00740276  1
  Hf  Hf3  1  0.83606216  0.94609732  0.48058593  1
  Cu  Cu4  1  0.04568890  0.47139290  0.58990912  1
  Cu  Cu5  1  0.98462455  0.21473302  0.08483292  1
  Cu  Cu6  1  0.47488798  0.90210099  0.58617004  1
  Cu  Cu7  1  0.53368291  0.66362550  0.08769382  1
  Sn  Sn8  1  0.05912115  -0.05558259  0.29413638  1
  Sn  Sn9  1  1.07434790  0.68570657  0.79679976  1
  Sn  Sn10  1  0.56091741  0.18417921  0.79336835  1
  Sn  Sn11  1  0.57857223  0.44291360  0.29879148  1
"
277,"# generated using pymatgen
data_SrZn2Ga
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.75506360
_cell_length_b   4.24193845
_cell_length_c   8.25927521
_cell_angle_alpha   76.45932386
_cell_angle_beta   101.48832603
_cell_angle_gamma   89.52353797
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SrZn2Ga
_chemical_formula_sum   'Sr2 Zn4 Ga2'
_cell_volume   191.77897455
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.57404406  0.13201456  0.39162679  1
  Sr  Sr1  1  0.46183358  0.40189562  0.86038621  1
  Zn  Zn2  1  0.90999083  -0.04829179  0.84618796  1
  Zn  Zn3  1  0.13889998  0.60789674  0.40423283  1
  Zn  Zn4  1  0.88271942  0.52578816  0.65078729  1
  Zn  Zn5  1  0.26254672  0.77503580  0.11271503  1
  Ga  Ga6  1  0.13706121  0.02910969  0.59315676  1
  Ga  Ga7  1  0.79290418  0.74655120  0.14090713  1
"
278,"# generated using pymatgen
data_Sr2PdPt
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.26609958
_cell_length_b   5.26609960
_cell_length_c   5.26609954
_cell_angle_alpha   59.79164208
_cell_angle_beta   59.79164100
_cell_angle_gamma   59.79164132
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sr2PdPt
_chemical_formula_sum   'Sr2 Pd1 Pt1'
_cell_volume   102.77631553
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.44999427  0.82999427  0.03999427  1
  Sr  Sr1  1  0.95000573  0.33000573  0.54000573  1
  Pd  Pd2  1  0.70000000  0.08000000  0.29000000  1
  Pt  Pt3  1  0.20000000  0.58000000  0.79000000  1
"
279,"# generated using pymatgen
data_Al
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.86491281
_cell_length_b   2.88124254
_cell_length_c   4.60421215
_cell_angle_alpha   90.00000156
_cell_angle_beta   89.99999897
_cell_angle_gamma   119.42242889
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Al
_chemical_formula_sum   Al2
_cell_volume   33.10361843
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.49898678  0.29965721  0.13000000  1
  Al  Al1  1  0.83101322  0.96034279  0.63000000  1
"
280,"# generated using pymatgen
data_InSnPt
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.66572090
_cell_length_b   8.32145048
_cell_length_c   8.37744077
_cell_angle_alpha   28.66407360
_cell_angle_beta   53.71778300
_cell_angle_gamma   53.71637664
_symmetry_Int_Tables_number   1
_chemical_formula_structural   InSnPt
_chemical_formula_sum   'In2 Sn2 Pt2'
_cell_volume   150.01202089
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In0  1  1.00823236  0.97710229  1.03385354  1
  In  In1  1  0.51176764  0.52289772  0.58614647  1
  Sn  Sn2  1  0.26000000  0.25000000  0.31000001  1
  Sn  Sn3  1  0.76000000  0.75000000  0.80999999  1
  Pt  Pt4  1  0.40968095  0.36948424  0.43125517  1
  Pt  Pt5  1  0.11031906  0.13051574  0.18874482  1
"
281,"# generated using pymatgen
data_MgCd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.50439568
_cell_length_b   5.51887325
_cell_length_c   4.35775477
_cell_angle_alpha   113.47086303
_cell_angle_beta   66.76025514
_cell_angle_gamma   68.39644448
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgCd
_chemical_formula_sum   'Mg2 Cd2'
_cell_volume   87.25017865
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.96227478  0.59302020  0.45765038  1
  Mg  Mg1  1  0.20757109  0.85223833  0.97271678  1
  Cd  Cd2  1  0.70804854  0.34704850  0.96626848  1
  Cd  Cd3  1  0.46210559  0.09769296  0.46336436  1
"
282,"# generated using pymatgen
data_HoGe2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.68092975
_cell_length_b   5.68831403
_cell_length_c   6.19954333
_cell_angle_alpha   130.30596466
_cell_angle_beta   117.18173691
_cell_angle_gamma   91.48791173
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HoGe2
_chemical_formula_sum   'Ho2 Ge4'
_cell_volume   140.74389454
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ho  Ho0  1  0.31523164  0.69052347  0.48791389  1
  Ho  Ho1  1  0.67884118  0.59282628  0.03930845  1
  Ge  Ge2  1  0.83367393  0.02720791  0.76738708  1
  Ge  Ge3  1  0.16054436  0.25551298  0.75682308  1
  Ge  Ge4  1  0.16543833  0.00225559  0.22828115  1
  Ge  Ge5  1  0.83627056  0.28167376  0.30028635  1
"
283,"# generated using pymatgen
data_YGa2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.63417376
_cell_length_b   5.65595754
_cell_length_c   5.66960983
_cell_angle_alpha   42.73419118
_cell_angle_beta   90.12353023
_cell_angle_gamma   90.12719738
_symmetry_Int_Tables_number   1
_chemical_formula_structural   YGa2
_chemical_formula_sum   'Y2 Ga4'
_cell_volume   122.60297098
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.96024057  0.15397333  0.77740455  1
  Y  Y1  1  0.45976726  0.57351736  0.21529318  1
  Ga  Ga2  1  0.94795876  0.44203295  0.07278206  1
  Ga  Ga3  1  0.45056067  0.28454717  0.92079886  1
  Ga  Ga4  1  0.22062120  0.86324468  0.50900413  1
  Ga  Ga5  1  0.72085153  0.86268450  0.48471722  1
"
284,"# generated using pymatgen
data_Ga7Ge2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.59936336
_cell_length_b   12.07286513
_cell_length_c   9.22668391
_cell_angle_alpha   139.30841151
_cell_angle_beta   153.31834324
_cell_angle_gamma   35.53694927
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ga7Ge2
_chemical_formula_sum   'Ga7 Ge2'
_cell_volume   219.35334799
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ga  Ga0  1  0.34520399  0.11663855  0.06322671  1
  Ga  Ga1  1  0.47271851  0.22849209  0.01629982  1
  Ga  Ga2  1  -0.00823381  0.71267119  -0.03317178  1
  Ga  Ga3  1  0.76905783  0.45314083  0.08827926  1
  Ga  Ga4  1  0.17983040  0.97769869  0.55344146  1
  Ga  Ga5  1  0.13584441  0.36944433  0.63457432  1
  Ga  Ga6  1  0.78095749  0.93919751  0.59187828  1
  Ge  Ge7  1  1.02644364  0.13963695  0.12671855  1
  Ge  Ge8  1  0.74817753  0.70307985  0.50875338  1
"
285,"# generated using pymatgen
data_LiBe4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.28146987
_cell_length_b   4.40027140
_cell_length_c   5.93206650
_cell_angle_alpha   99.15536985
_cell_angle_beta   120.72970553
_cell_angle_gamma   92.57204898
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiBe4
_chemical_formula_sum   'Li2 Be8'
_cell_volume   93.78767508
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  -0.03413995  0.53489497  -0.00896206  1
  Li  Li1  1  0.44186430  0.55406714  0.48289924  1
  Be  Be2  1  0.75677083  0.10403566  0.54078339  1
  Be  Be3  1  0.63810578  0.76508242  0.17774518  1
  Be  Be4  1  0.32644899  0.33500302  0.83780038  1
  Be  Be5  1  0.78149747  0.27433944  0.22545146  1
  Be  Be6  1  0.14999123  -0.18137101  0.76863052  1
  Be  Be7  1  0.68826587  0.98354508  0.85801982  1
  Be  Be8  1  0.19469826  1.01854110  0.47171801  1
  Be  Be9  1  0.25649725  0.09186221  0.14591407  1
"
286,"# generated using pymatgen
data_GaCu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.00194236
_cell_length_b   6.86496425
_cell_length_c   5.78697605
_cell_angle_alpha   50.28932733
_cell_angle_beta   104.80324686
_cell_angle_gamma   128.84467737
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GaCu
_chemical_formula_sum   'Ga4 Cu4'
_cell_volume   115.50958248
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ga  Ga0  1  0.83973007  0.10312147  0.08998844  1
  Ga  Ga1  1  0.53326550  0.41144643  -0.00052974  1
  Ga  Ga2  1  0.54997223  0.40224310  0.55226236  1
  Ga  Ga3  1  0.81847210  0.10899236  0.53797381  1
  Cu  Cu4  1  0.20681817  0.58237347  0.54050712  1
  Cu  Cu5  1  0.16166504  0.92860145  0.54942013  1
  Cu  Cu6  1  1.01603734  0.84247276  0.04223941  1
  Cu  Cu7  1  0.35403956  0.67074896  0.04813849  1
"
