,cif
1167,"# generated using pymatgen
data_Cd2PtAu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.73698359
_cell_length_b   4.73698359
_cell_length_c   4.73698347
_cell_angle_alpha   59.92596701
_cell_angle_beta   59.92596647
_cell_angle_gamma   59.92596529
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cd2PtAu
_chemical_formula_sum   'Cd2 Pt1 Au1'
_cell_volume   75.03445014
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cd  Cd0  1  0.31992835  0.20992835  0.53992835  1
  Cd  Cd1  1  0.82007165  0.71007165  0.04007165  1
  Pt  Pt2  1  0.57000000  0.46000000  0.79000000  1
  Au  Au3  1  0.07000000  0.96000000  0.29000000  1
"
1168,"# generated using pymatgen
data_Mg2ZnSn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.98509281
_cell_length_b   4.98509282
_cell_length_c   4.98509271
_cell_angle_alpha   59.76623617
_cell_angle_beta   59.76623608
_cell_angle_gamma   59.76623607
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg2ZnSn
_chemical_formula_sum   'Mg2 Zn1 Sn1'
_cell_volume   87.13516803
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.44993361  0.66993361  0.66993361  1
  Mg  Mg1  1  0.95006639  0.17006639  0.17006639  1
  Zn  Zn2  1  0.70000000  0.92000000  0.92000000  1
  Sn  Sn3  1  0.20000000  0.42000000  0.42000000  1
"
1169,"# generated using pymatgen
data_Ho2CdGa
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.20347736
_cell_length_b   5.20347723
_cell_length_c   5.20347730
_cell_angle_alpha   59.91510235
_cell_angle_beta   59.91510272
_cell_angle_gamma   59.91510179
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ho2CdGa
_chemical_formula_sum   'Ho2 Cd1 Ga1'
_cell_volume   99.43259957
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ho  Ho0  1  0.54990938  0.53990938  0.52990938  1
  Ho  Ho1  1  0.05009062  0.04009062  0.03009062  1
  Cd  Cd2  1  0.30000000  0.29000000  0.28000000  1
  Ga  Ga3  1  0.80000000  0.79000000  0.78000000  1
"
1170,"# generated using pymatgen
data_Mg3Zn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.32885376
_cell_length_b   4.32885377
_cell_length_c   4.32885371
_cell_angle_alpha   90.00000032
_cell_angle_beta   89.99999996
_cell_angle_gamma   89.99999942
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg3Zn
_chemical_formula_sum   'Mg3 Zn1'
_cell_volume   81.11828105
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.23000000  0.29000000  0.09000000  1
  Mg  Mg1  1  0.73000000  0.29000000  0.59000000  1
  Mg  Mg2  1  0.73000000  0.79000000  0.09000000  1
  Zn  Zn3  1  0.23000000  0.79000000  0.59000000  1
"
1171,"# generated using pymatgen
data_CdPt
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.65278985
_cell_length_b   4.65278987
_cell_length_c   4.65278987
_cell_angle_alpha   59.87852689
_cell_angle_beta   59.87852773
_cell_angle_gamma   59.87852652
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CdPt
_chemical_formula_sum   'Cd2 Pt2'
_cell_volume   71.02752242
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cd  Cd0  1  0.14000000  0.61000000  0.46000000  1
  Cd  Cd1  1  0.64000000  0.11000000  0.96000000  1
  Pt  Pt2  1  0.89000000  0.36000000  0.21000000  1
  Pt  Pt3  1  0.39000000  0.86000000  0.71000000  1
"
1172,"# generated using pymatgen
data_Gd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.26387078
_cell_length_b   7.20756343
_cell_length_c   9.77783330
_cell_angle_alpha   111.72190644
_cell_angle_beta   102.42509400
_cell_angle_gamma   89.69739636
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Gd
_chemical_formula_sum   Gd12
_cell_volume   399.14353231
_cell_formula_units_Z   12
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.37905559  0.23135746  0.51873689  1
  Gd  Gd1  1  0.60558946  0.56582945  0.18476394  1
  Gd  Gd2  1  0.10073631  0.82205175  0.18534766  1
  Gd  Gd3  1  0.60210899  0.06560767  0.18554553  1
  Gd  Gd4  1  0.10637374  0.32200605  0.18431653  1
  Gd  Gd5  1  0.81608796  0.40803340  -0.14920297  1
  Gd  Gd6  1  -0.11775337  0.47798296  0.51845998  1
  Gd  Gd7  1  0.38126440  0.73091564  0.51826233  1
  Gd  Gd8  1  0.87965216  -0.02147727  0.51941019  1
  Gd  Gd9  1  0.31661598  0.15465268  0.85106880  1
  Gd  Gd10  1  0.81496469  0.90773133  0.85150349  1
  Gd  Gd11  1  0.31530410  0.65530885  0.85178760  1
"
1173,"# generated using pymatgen
data_Mg3Tl
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.04313943
_cell_length_b   5.04313942
_cell_length_c   5.04313949
_cell_angle_alpha   59.87007237
_cell_angle_beta   59.87007078
_cell_angle_gamma   59.87007319
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg3Tl
_chemical_formula_sum   'Mg3 Tl1'
_cell_volume   90.42856945
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.86003677  0.62003677  0.30003677  1
  Mg  Mg1  1  0.35996323  0.11996323  0.79996323  1
  Mg  Mg2  1  0.11000000  0.87000000  0.55000000  1
  Tl  Tl3  1  0.61000000  0.37000000  0.05000000  1
"
1174,"# generated using pymatgen
data_Zr3Pd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.47662284
_cell_length_b   4.47662298
_cell_length_c   8.45014947
_cell_angle_alpha   89.99999947
_cell_angle_beta   90.00000195
_cell_angle_gamma   89.99999819
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Zr3Pd
_chemical_formula_sum   'Zr6 Pd2'
_cell_volume   169.34228579
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zr  Zr0  1  0.43000000  0.18999999  0.57304513  1
  Zr  Zr1  1  0.93000001  0.69000001  0.13222680  1
  Zr  Zr2  1  0.43000000  0.19000000  0.13222680  1
  Zr  Zr3  1  0.92999999  0.68999999  0.57304513  1
  Zr  Zr4  1  0.42999999  0.69000000  0.85271460  1
  Zr  Zr5  1  0.93000000  0.19000000  0.85271460  1
  Pd  Pd6  1  0.43000000  0.68999999  0.35201347  1
  Pd  Pd7  1  0.93000000  0.19000001  0.35201347  1
"
1175,"# generated using pymatgen
data_YMnPt2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.17801603
_cell_length_b   5.17801540
_cell_length_c   5.17801558
_cell_angle_alpha   50.73526944
_cell_angle_beta   50.73523312
_cell_angle_gamma   50.73527561
_symmetry_Int_Tables_number   1
_chemical_formula_structural   YMnPt2
_chemical_formula_sum   'Y1 Mn1 Pt2'
_cell_volume   76.71508200
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.51000002  0.47000000  0.76000000  1
  Mn  Mn1  1  0.00999997  0.97000001  0.26000002  1
  Pt  Pt2  1  0.29010842  0.25010864  0.54010834  1
  Pt  Pt3  1  0.72989159  0.68989135  -0.02010836  1
"
1176,"# generated using pymatgen
data_NdCd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.46883975
_cell_length_b   5.46883974
_cell_length_c   5.46883982
_cell_angle_alpha   59.94006913
_cell_angle_beta   59.94006972
_cell_angle_gamma   59.94006978
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NdCd
_chemical_formula_sum   'Nd2 Cd2'
_cell_volume   115.49943713
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nd  Nd0  1  0.42000000  0.63000000  0.15000000  1
  Nd  Nd1  1  0.92000000  0.13000000  0.65000000  1
  Cd  Cd2  1  0.17000000  0.38000000  0.90000000  1
  Cd  Cd3  1  0.67000000  0.88000000  0.40000000  1
"
1177,"# generated using pymatgen
data_Ti3Tc
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.00203018
_cell_length_b   4.00203024
_cell_length_c   4.00203022
_cell_angle_alpha   89.99999999
_cell_angle_beta   89.99999977
_cell_angle_gamma   89.99999973
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ti3Tc
_chemical_formula_sum   'Ti3 Tc1'
_cell_volume   64.09749979
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.63000000  0.55000000  0.76000000  1
  Ti  Ti1  1  0.13000000  0.05000000  0.76000000  1
  Ti  Ti2  1  0.13000000  0.55000000  0.26000000  1
  Tc  Tc3  1  0.63000000  0.05000000  0.26000000  1
"
1178,"# generated using pymatgen
data_Gd2TlAg
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.35552774
_cell_length_b   5.35552784
_cell_length_c   5.35552777
_cell_angle_alpha   59.25568274
_cell_angle_beta   59.25568233
_cell_angle_gamma   59.25568245
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Gd2TlAg
_chemical_formula_sum   'Gd2 Tl1 Ag1'
_cell_volume   106.77418552
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.02000056  0.94000056  0.86000056  1
  Gd  Gd1  1  0.51999944  0.43999944  0.35999944  1
  Tl  Tl2  1  0.77000000  0.69000000  0.61000000  1
  Ag  Ag3  1  0.27000000  0.19000000  0.11000000  1
"
1179,"# generated using pymatgen
data_Ba(CuGe)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.98205013
_cell_length_b   5.98205008
_cell_length_c   5.98716620
_cell_angle_alpha   135.64912688
_cell_angle_beta   135.64912638
_cell_angle_gamma   64.42936057
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ba(CuGe)2
_chemical_formula_sum   'Ba1 Cu2 Ge2'
_cell_volume   103.29597904
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.52972259  0.67972258  0.40002976  1
  Cu  Cu1  1  0.27922507  0.92904359  0.90006780  1
  Cu  Cu2  1  0.77904359  0.42922507  0.90006781  1
  Ge  Ge3  1  0.15847489  0.30847489  0.40026816  1
  Ge  Ge4  1  0.89353386  0.04353386  0.39956647  1
"
1180,"# generated using pymatgen
data_Ni2PdRh
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.21956441
_cell_length_b   4.21956450
_cell_length_c   4.21956441
_cell_angle_alpha   59.95800108
_cell_angle_beta   59.95800112
_cell_angle_gamma   59.95800131
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ni2PdRh
_chemical_formula_sum   'Ni2 Pd1 Rh1'
_cell_volume   53.07304735
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ni  Ni0  1  0.15000486  0.36000486  0.22000486  1
  Ni  Ni1  1  0.64999514  0.85999514  0.71999514  1
  Pd  Pd2  1  0.40000000  0.61000000  0.47000000  1
  Rh  Rh3  1  0.90000000  0.11000000  0.97000000  1
"
1181,"# generated using pymatgen
data_Ti3Pt
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.49094949
_cell_length_b   4.49094952
_cell_length_c   4.49094947
_cell_angle_alpha   59.87066136
_cell_angle_beta   59.87066263
_cell_angle_gamma   59.87066038
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ti3Pt
_chemical_formula_sum   'Ti3 Pt1'
_cell_volume   63.85914072
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.81000000  0.46000000  0.46000000  1
  Ti  Ti1  1  0.56003704  0.21003703  0.21003703  1
  Ti  Ti2  1  0.05996297  0.70996296  0.70996296  1
  Pt  Pt3  1  0.31000000  0.96000000  0.96000000  1
"
1182,"# generated using pymatgen
data_Y2IrRu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.84741182
_cell_length_b   4.84741178
_cell_length_c   4.84741188
_cell_angle_alpha   59.90493564
_cell_angle_beta   59.90493665
_cell_angle_gamma   59.90493778
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Y2IrRu
_chemical_formula_sum   'Y2 Ir1 Ru1'
_cell_volume   80.36688628
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.73001264  0.47001264  0.21001265  1
  Y  Y1  1  0.22998736  0.96998735  0.70998736  1
  Ir  Ir2  1  0.98000000  0.72000000  0.46000000  1
  Ru  Ru3  1  0.48000000  0.22000000  0.96000000  1
"
1183,"# generated using pymatgen
data_Ti3Sn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.76645020
_cell_length_b   5.76645014
_cell_length_c   6.17475259
_cell_angle_alpha   57.62691290
_cell_angle_beta   57.62691300
_cell_angle_gamma   81.60845924
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ti3Sn
_chemical_formula_sum   'Ti6 Sn2'
_cell_volume   143.58015781
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.22000000  0.55000000  0.91000000  1
  Ti  Ti1  1  0.22000000  0.05000000  0.41000000  1
  Ti  Ti2  1  0.72000000  0.05000000  0.41000000  1
  Ti  Ti3  1  0.72000000  0.05000000  0.91000000  1
  Ti  Ti4  1  0.72000000  0.55000000  0.41000000  1
  Ti  Ti5  1  0.22000000  0.55000000  0.41000000  1
  Sn  Sn6  1  0.72000000  0.55000000  0.90999999  1
  Sn  Sn7  1  0.22000000  0.05000000  0.91000000  1
"
1184,"# generated using pymatgen
data_CdAg3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.21481836
_cell_length_b   4.21481833
_cell_length_c   4.21481834
_cell_angle_alpha   90.00000019
_cell_angle_beta   89.99999991
_cell_angle_gamma   89.99999990
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CdAg3
_chemical_formula_sum   'Cd1 Ag3'
_cell_volume   74.87495680
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cd  Cd0  1  0.63000000  0.04000000  0.25000000  1
  Ag  Ag1  1  0.13000000  0.54000000  0.25000000  1
  Ag  Ag2  1  0.13000000  0.04000000  0.75000000  1
  Ag  Ag3  1  0.63000000  0.54000000  0.75000000  1
"
1185,"# generated using pymatgen
data_ZrCu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.62794400
_cell_length_b   4.62794402
_cell_length_c   4.62794397
_cell_angle_alpha   59.92922686
_cell_angle_beta   59.92922769
_cell_angle_gamma   59.92922713
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZrCu
_chemical_formula_sum   'Zr2 Cu2'
_cell_volume   69.97639266
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zr  Zr0  1  0.16000000  0.65000000  0.25000000  1
  Zr  Zr1  1  0.66000000  0.15000000  0.75000000  1
  Cu  Cu2  1  0.41000000  0.90000000  0.50000000  1
  Cu  Cu3  1  0.91000000  0.40000000  -0.00000000  1
"
1186,"# generated using pymatgen
data_Ti2CuPd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.42655652
_cell_length_b   4.42655656
_cell_length_c   4.42655656
_cell_angle_alpha   59.43946691
_cell_angle_beta   59.43946749
_cell_angle_gamma   59.43946763
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ti2CuPd
_chemical_formula_sum   'Ti2 Cu1 Pd1'
_cell_volume   60.54928400
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.22007669  0.96007669  0.27007669  1
  Ti  Ti1  1  0.71992331  0.45992331  0.76992331  1
  Cu  Cu2  1  0.97000000  0.71000000  0.02000000  1
  Pd  Pd3  1  0.47000000  0.21000000  0.52000000  1
"
1187,"# generated using pymatgen
data_TbNdZn2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.14997519
_cell_length_b   5.14997518
_cell_length_c   5.14997519
_cell_angle_alpha   59.70631813
_cell_angle_beta   59.70631831
_cell_angle_gamma   59.70631787
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TbNdZn2
_chemical_formula_sum   'Tb1 Nd1 Zn2'
_cell_volume   95.93866266
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tb  Tb0  1  0.16000000  0.57000000  0.72000000  1
  Nd  Nd1  1  0.66000000  0.07000000  0.22000000  1
  Zn  Zn2  1  0.90997372  0.31997372  0.46997372  1
  Zn  Zn3  1  0.41002628  0.82002628  0.97002628  1
"
1188,"# generated using pymatgen
data_LiPd3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.38762361
_cell_length_b   4.38762353
_cell_length_c   4.38762361
_cell_angle_alpha   59.98209688
_cell_angle_beta   59.98209780
_cell_angle_gamma   59.98209796
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiPd3
_chemical_formula_sum   'Li1 Pd3'
_cell_volume   59.70308268
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.20000000  0.21000000  0.25000000  1
  Pd  Pd1  1  0.94988533  0.95988534  -0.00011467  1
  Pd  Pd2  1  0.45011467  0.46011467  0.50011467  1
  Pd  Pd3  1  0.70000000  0.71000000  0.75000000  1
"
1189,"# generated using pymatgen
data_LiPd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.37695045
_cell_length_b   4.37695040
_cell_length_c   4.37695049
_cell_angle_alpha   59.87437220
_cell_angle_beta   59.87437184
_cell_angle_gamma   59.87437266
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiPd
_chemical_formula_sum   'Li2 Pd2'
_cell_volume   59.12350213
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.96998829  0.51998829  0.72998829  1
  Li  Li1  1  0.72001171  0.27001171  0.48001171  1
  Pd  Pd2  1  0.46984072  0.01984071  0.22984071  1
  Pd  Pd3  1  0.22015928  0.77015929  0.98015929  1
"
1190,"# generated using pymatgen
data_CdPt
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.65304123
_cell_length_b   4.65304123
_cell_length_c   4.65304092
_cell_angle_alpha   59.88167198
_cell_angle_beta   59.88167315
_cell_angle_gamma   59.88166734
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CdPt
_chemical_formula_sum   'Cd2 Pt2'
_cell_volume   71.04411508
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cd  Cd0  1  0.46000000  0.71000000  0.52000000  1
  Cd  Cd1  1  0.96000000  0.21000000  0.02000000  1
  Pt  Pt2  1  0.71000000  0.96000000  0.77000000  1
  Pt  Pt3  1  0.21000000  0.46000000  0.27000000  1
"
1191,"# generated using pymatgen
data_Er2CuPt
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.89296085
_cell_length_b   4.89296093
_cell_length_c   4.89296084
_cell_angle_alpha   59.67959801
_cell_angle_beta   59.67959860
_cell_angle_gamma   59.67959924
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Er2CuPt
_chemical_formula_sum   'Er2 Cu1 Pt1'
_cell_volume   82.22947700
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Er  Er0  1  0.81996947  0.66996947  0.22996947  1
  Er  Er1  1  0.32003053  0.17003053  0.73003053  1
  Cu  Cu2  1  0.07000000  0.92000000  0.48000000  1
  Pt  Pt3  1  0.57000000  0.42000000  0.98000000  1
"
1192,"# generated using pymatgen
data_VIr
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.28378828
_cell_length_b   4.28378826
_cell_length_c   4.28378826
_cell_angle_alpha   59.89527852
_cell_angle_beta   59.89527911
_cell_angle_gamma   59.89528042
_symmetry_Int_Tables_number   1
_chemical_formula_structural   VIr
_chemical_formula_sum   'V2 Ir2'
_cell_volume   55.45439246
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.15008776  0.38008776  0.21008776  1
  V  V1  1  0.89991224  0.12991224  0.95991224  1
  Ir  Ir2  1  0.40011003  0.63011003  0.46011003  1
  Ir  Ir3  1  0.64988997  0.87988997  0.70988997  1
"
