,cif
477,"# generated using pymatgen
data_MgSc3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.15470421
_cell_length_b   6.04055654
_cell_length_c   5.09237262
_cell_angle_alpha   89.75533066
_cell_angle_beta   90.56689830
_cell_angle_gamma   79.23159530
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgSc3
_chemical_formula_sum   'Mg1 Sc3'
_cell_volume   95.32574618
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.35755519  0.32288157  0.55061954  1
  Sc  Sc1  1  0.85373087  0.82263332  0.54969870  1
  Sc  Sc2  1  0.59308744  0.56995110  0.04478091  1
  Sc  Sc3  1  0.12562650  0.07453401  0.05490084  1
"
478,"# generated using pymatgen
data_MnGa2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.38161516
_cell_length_b   4.39042287
_cell_length_c   5.22167154
_cell_angle_alpha   89.94722257
_cell_angle_beta   87.12249565
_cell_angle_gamma   70.99113687
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MnGa2
_chemical_formula_sum   'Mn2 Ga4'
_cell_volume   94.83991219
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.41607321  0.81793478  0.23721971  1
  Mn  Mn1  1  0.63237792  0.60012961  0.74066612  1
  Ga  Ga2  1  0.79589875  1.05840823  0.98412344  1
  Ga  Ga3  1  0.23711351  0.37014579  0.52570545  1
  Ga  Ga4  1  0.84941504  0.00387029  0.48083527  1
  Ga  Ga5  1  0.14912159  0.43951130  0.03145001  1
"
479,"# generated using pymatgen
data_ErSiAu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.34998469
_cell_length_b   6.28911467
_cell_length_c   12.13686572
_cell_angle_alpha   90.00082655
_cell_angle_beta   90.00012596
_cell_angle_gamma   59.81125295
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ErSiAu
_chemical_formula_sum   'Er4 Si4 Au4'
_cell_volume   287.00223063
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Er  Er0  1  0.85000023  0.09000096  0.20764148  1
  Er  Er1  1  0.35000022  0.59000098  0.70764149  1
  Er  Er2  1  0.34999975  0.58999907  0.00962103  1
  Er  Er3  1  0.84999975  0.08999907  0.50962103  1
  Si  Si4  1  0.85000074  0.08999779  0.95321972  1
  Si  Si5  1  0.35000075  0.58999780  0.45321971  1
  Si  Si6  1  0.34999922  0.59000227  0.26344836  1
  Si  Si7  1  0.84999921  0.09000226  0.76344836  1
  Au  Au8  1  0.34999973  0.09000004  0.04124492  1
  Au  Au9  1  0.84999974  0.59000003  0.54124493  1
  Au  Au10  1  0.85000032  0.58999986  0.17482449  1
  Au  Au11  1  0.35000032  0.08999987  0.67482449  1
"
480,"# generated using pymatgen
data_Mn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.31538872
_cell_length_b   2.53590545
_cell_length_c   4.06104554
_cell_angle_alpha   89.99999627
_cell_angle_beta   89.99999755
_cell_angle_gamma   113.50322455
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mn
_chemical_formula_sum   Mn2
_cell_volume   21.86663663
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.41062966  0.82173444  0.29000000  1
  Mn  Mn1  1  0.04937034  0.24826556  0.79000000  1
"
481,"# generated using pymatgen
data_YbGaIr2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.80235273
_cell_length_b   6.85346234
_cell_length_c   5.59314374
_cell_angle_alpha   23.02588046
_cell_angle_beta   65.01505235
_cell_angle_gamma   69.98058915
_symmetry_Int_Tables_number   1
_chemical_formula_structural   YbGaIr2
_chemical_formula_sum   'Yb1 Ga1 Ir2'
_cell_volume   64.70517721
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Yb  Yb0  1  0.52000000  0.70000000  0.30000000  1
  Ga  Ga1  1  0.02000001  0.19999998  0.80000002  1
  Ir  Ir2  1  0.80151447  0.45511113  -0.01547919  1
  Ir  Ir3  1  0.23848552  0.94488889  0.61547917  1
"
482,"# generated using pymatgen
data_In3Pd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.14810572
_cell_length_b   6.14810913
_cell_length_c   6.14810688
_cell_angle_alpha   43.30203075
_cell_angle_beta   43.30207921
_cell_angle_gamma   43.30204831
_symmetry_Int_Tables_number   1
_chemical_formula_structural   In3Pd
_chemical_formula_sum   'In3 Pd1'
_cell_volume   99.14361108
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In0  1  0.87476307  0.02476288  0.49476299  1
  In  In1  1  0.64029625  0.79029625  0.26029624  1
  In  In2  1  0.07788664  0.22788660  0.69788662  1
  Pd  Pd3  1  0.34705404  0.49705427  0.96705415  1
"
483,"# generated using pymatgen
data_TiMn4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.91686927
_cell_length_b   2.99714653
_cell_length_c   14.60712259
_cell_angle_alpha   101.70924656
_cell_angle_beta   104.38874611
_cell_angle_gamma   89.75129916
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiMn4
_chemical_formula_sum   'Ti2 Mn8'
_cell_volume   120.97678205
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.18044474  0.62669220  0.57248781  1
  Ti  Ti1  1  -0.05771554  0.27272103  0.17140181  1
  Mn  Mn2  1  0.03823531  0.46729577  0.87211807  1
  Mn  Mn3  1  0.81558152  1.24385532  0.68705899  1
  Mn  Mn4  1  0.29405649  0.66466499  0.05694076  1
  Mn  Mn5  1  0.56145225  1.02240871  0.46041882  1
  Mn  Mn6  1  0.57267436  0.87201441  0.28377382  1
  Mn  Mn7  1  -0.33916078  0.07021957  0.96453796  1
  Mn  Mn8  1  0.07477948  0.44363182  0.37228697  1
  Mn  Mn9  1  0.41965215  0.85649616  0.77897500  1
"
484,"# generated using pymatgen
data_TaSb8
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.41524314
_cell_length_b   9.48060814
_cell_length_c   7.92499080
_cell_angle_alpha   127.63454265
_cell_angle_beta   53.54979339
_cell_angle_gamma   132.61425776
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TaSb8
_chemical_formula_sum   'Ta1 Sb8'
_cell_volume   308.69604382
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ta  Ta0  1  0.67288957  0.04412794  0.73542703  1
  Sb  Sb1  1  0.99740789  0.36302675  0.55466466  1
  Sb  Sb2  1  0.49305325  0.68421942  0.35891320  1
  Sb  Sb3  1  0.15701574  0.37546389  0.83700707  1
  Sb  Sb4  1  0.97453917  0.83666506  0.37837846  1
  Sb  Sb5  1  0.44309006  0.82212732  0.01217757  1
  Sb  Sb6  1  0.44907777  0.23558152  0.78236965  1
  Sb  Sb7  1  0.14125205  0.81725602  0.75988692  1
  Sb  Sb8  1  0.39167450  0.17153210  0.21117543  1
"
485,"# generated using pymatgen
data_Ti
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   10.02053769
_cell_length_b   8.84098167
_cell_length_c   8.83942039
_cell_angle_alpha   38.57891622
_cell_angle_beta   32.25129730
_cell_angle_gamma   32.35024068
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ti
_chemical_formula_sum   Ti12
_cell_volume   217.30979966
_cell_formula_units_Z   12
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.38298798  0.37365183  1.08254876  1
  Ti  Ti1  1  0.37701201  -0.12365180  0.58745122  1
  Ti  Ti2  1  -0.11701199  0.87365178  0.58254877  1
  Ti  Ti3  1  0.87701196  0.37634822  0.08745125  1
  Ti  Ti4  1  0.92736990  0.77763713  0.94993743  1
  Ti  Ti5  1  0.42737000  0.27763702  0.44993744  1
  Ti  Ti6  1  0.92657597  0.27944565  0.45002631  1
  Ti  Ti7  1  0.42657598  0.77944565  0.95002629  1
  Ti  Ti8  1  0.83342393  -0.02944564  0.21997379  1
  Ti  Ti9  1  0.33263012  -0.02763708  0.22006252  1
  Ti  Ti10  1  0.33342406  0.47055432  0.71997368  1
  Ti  Ti11  1  0.83263004  0.47236297  0.72006254  1
"
486,"# generated using pymatgen
data_Zn7Ge6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.80315647
_cell_length_b   6.61219676
_cell_length_c   12.97998533
_cell_angle_alpha   82.16311339
_cell_angle_beta   122.18912423
_cell_angle_gamma   121.02960627
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Zn7Ge6
_chemical_formula_sum   'Zn7 Ge6'
_cell_volume   293.46733907
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zn  Zn0  1  0.52049592  0.08183549  0.42732713  1
  Zn  Zn1  1  0.16407716  0.60198817  0.20243200  1
  Zn  Zn2  1  0.49681774  0.64314121  0.03818444  1
  Zn  Zn3  1  0.46337142  0.44533970  0.49392464  1
  Zn  Zn4  1  0.87398868  -0.02251756  0.82372292  1
  Zn  Zn5  1  0.30691959  0.42239672  0.82806460  1
  Zn  Zn6  1  0.69049144  0.03425169  0.16448347  1
  Ge  Ge7  1  0.17815767  0.67581871  0.66536329  1
  Ge  Ge8  1  0.81632116  0.32659925  0.30510927  1
  Ge  Ge9  1  0.18686402  0.29076512  0.62657349  1
  Ge  Ge10  1  0.99678924  0.73925199  0.99000099  1
  Ge  Ge11  1  0.73802855  0.86250744  0.61536925  1
  Ge  Ge12  1  0.85767740  0.72862208  0.27944452  1
"
487,"# generated using pymatgen
data_GdAlNi2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.83795599
_cell_length_b   5.25355806
_cell_length_c   7.83779537
_cell_angle_alpha   28.66813262
_cell_angle_beta   30.23153916
_cell_angle_gamma   28.64483359
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GdAlNi2
_chemical_formula_sum   'Gd1 Al1 Ni2'
_cell_volume   67.74242486
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.57999996  0.01000000  0.70000001  1
  Al  Al1  1  0.08000001  0.51000001  0.20000001  1
  Ni  Ni2  1  0.37054325  0.04825470  0.49128170  1
  Ni  Ni3  1  0.78945678  0.97174530  0.90871828  1
"
488,"# generated using pymatgen
data_Sb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.95862970
_cell_length_b   13.02571628
_cell_length_c   18.73686264
_cell_angle_alpha   66.85519748
_cell_angle_beta   89.88128452
_cell_angle_gamma   89.64110367
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sb
_chemical_formula_sum   Sb14
_cell_volume   663.95567784
_cell_formula_units_Z   14
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sb  Sb0  1  0.81983446  0.29362578  0.71287892  1
  Sb  Sb1  1  0.35922341  0.34271192  0.23194242  1
  Sb  Sb2  1  0.84970647  0.43354477  0.01246589  1
  Sb  Sb3  1  0.86040824  0.52343468  0.84116284  1
  Sb  Sb4  1  0.85848460  0.45774682  0.38969453  1
  Sb  Sb5  1  0.35097991  0.50099447  0.51456938  1
  Sb  Sb6  1  0.34964468  0.98750834  0.81789149  1
  Sb  Sb7  1  0.85011199  -0.00392750  0.16862669  1
  Sb  Sb8  1  0.35128836  0.96462121  0.66847656  1
  Sb  Sb9  1  0.84929710  0.02406597  0.31651616  1
  Sb  Sb10  1  0.35077144  0.58767643  0.16054044  1
  Sb  Sb11  1  0.83927350  0.67399770  0.00009763  1
  Sb  Sb12  1  0.85955101  0.73794027  0.69925420  1
  Sb  Sb13  1  0.35142483  0.80605913  0.40588285  1
"
489,"# generated using pymatgen
data_MnCrCo2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.27536958
_cell_length_b   4.86302839
_cell_length_c   4.41697607
_cell_angle_alpha   92.73445490
_cell_angle_beta   109.73189915
_cell_angle_gamma   130.60872587
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MnCrCo2
_chemical_formula_sum   'Mn2 Cr2 Co4'
_cell_volume   89.32208068
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.79167648  0.33828077  0.33468330  1
  Mn  Mn1  1  0.34282422  0.54023871  0.82703332  1
  Cr  Cr2  1  0.29209587  0.99878338  0.80783778  1
  Cr  Cr3  1  0.84998850  -0.11404805  0.35239580  1
  Co  Co4  1  0.80165739  0.58260704  0.84585261  1
  Co  Co5  1  0.29823879  0.76199332  0.31594252  1
  Co  Co6  1  0.82893657  0.10683458  0.83556267  1
  Co  Co7  1  0.34458216  0.30531026  0.32069200  1
"
490,"# generated using pymatgen
data_Mg5Pb6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.87347738
_cell_length_b   8.86248721
_cell_length_c   9.00021608
_cell_angle_alpha   61.24014289
_cell_angle_beta   82.30378668
_cell_angle_gamma   63.28510317
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg5Pb6
_chemical_formula_sum   'Mg5 Pb6'
_cell_volume   364.82611153
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.72404436  0.14521830  0.62307169  1
  Mg  Mg1  1  0.34160326  -0.05497702  0.34427706  1
  Mg  Mg2  1  0.09749925  1.00064677  0.94679875  1
  Mg  Mg3  1  0.91766895  0.49194148  0.60988517  1
  Mg  Mg4  1  0.54497756  0.24646990  0.10756746  1
  Pb  Pb5  1  0.11680395  0.61899873  0.03977247  1
  Pb  Pb6  1  0.84090373  0.89721089  0.45527058  1
  Pb  Pb7  1  0.60469527  -0.03475162  0.99701014  1
  Pb  Pb8  1  0.40357622  0.55466829  0.53018924  1
  Pb  Pb9  1  0.24054038  0.12397011  0.59188446  1
  Pb  Pb10  1  0.98768706  0.34060417  -0.00572702  1
"
491,"# generated using pymatgen
data_ScCdPt2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.30511202
_cell_length_b   4.30502993
_cell_length_c   4.84883803
_cell_angle_alpha   116.10205661
_cell_angle_beta   116.09968601
_cell_angle_gamma   90.50810415
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ScCdPt2
_chemical_formula_sum   'Sc1 Cd1 Pt2'
_cell_volume   70.15188665
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.94495489  0.17505220  0.98000849  1
  Cd  Cd1  1  0.44492361  0.67508339  0.98000835  1
  Pt  Pt2  1  0.69507773  0.42493401  0.47999178  1
  Pt  Pt3  1  0.19504377  0.92493039  0.47999138  1
"
492,"# generated using pymatgen
data_Sb5Au6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   15.36204513
_cell_length_b   6.15540738
_cell_length_c   7.52225821
_cell_angle_alpha   81.24653947
_cell_angle_beta   79.37240997
_cell_angle_gamma   95.32108352
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sb5Au6
_chemical_formula_sum   'Sb10 Au12'
_cell_volume   685.59415553
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sb  Sb0  1  0.47148606  0.17540579  0.02867326  1
  Sb  Sb1  1  0.88366326  0.20443426  0.53929827  1
  Sb  Sb2  1  0.90709881  0.22979654  0.92039625  1
  Sb  Sb3  1  0.51898604  0.24767817  0.41402591  1
  Sb  Sb4  1  0.88476901  0.73025844  0.94114861  1
  Sb  Sb5  1  0.51522796  0.75173731  0.46091949  1
  Sb  Sb6  1  0.53408763  0.68942052  0.86498379  1
  Sb  Sb7  1  0.86092072  0.68121826  0.35586423  1
  Sb  Sb8  1  0.34015307  0.75524385  0.06454950  1
  Sb  Sb9  1  0.06257561  0.77444043  0.52983395  1
  Au  Au10  1  0.38068609  0.45037514  0.85010052  1
  Au  Au11  1  0.01617443  0.46786960  0.31374559  1
  Au  Au12  1  0.04510721  0.98205529  0.85542809  1
  Au  Au13  1  0.37699192  0.94809286  0.36476539  1
  Au  Au14  1  0.77679933  0.95434238  0.13752933  1
  Au  Au15  1  0.62543713  1.01958984  0.60444444  1
  Au  Au16  1  0.61422039  0.41892671  0.08285706  1
  Au  Au17  1  0.73844800  0.38732463  0.57523540  1
  Au  Au18  1  0.19173866  0.49429062  0.19770067  1
  Au  Au19  1  0.14992772  0.48460807  0.70047051  1
  Au  Au20  1  0.12302497  0.86957952  0.16221728  1
  Au  Au21  1  0.21247598  0.90331175  0.63581246  1
"
493,"# generated using pymatgen
data_LiInAu2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.71205336
_cell_length_b   4.71205348
_cell_length_c   4.71205358
_cell_angle_alpha   59.76486962
_cell_angle_beta   59.76487399
_cell_angle_gamma   59.76487501
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiInAu2
_chemical_formula_sum   'Li1 In1 Au2'
_cell_volume   73.58526055
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.20000000  0.47000000  0.89000000  1
  In  In1  1  0.70000000  0.97000000  0.39000000  1
  Au  Au2  1  0.43935604  0.70935604  0.12935605  1
  Au  Au3  1  0.96064396  0.23064395  0.65064395  1
"
494,"# generated using pymatgen
data_MgPb2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.11941721
_cell_length_b   5.85393405
_cell_length_c   7.94533459
_cell_angle_alpha   86.34060513
_cell_angle_beta   93.52609423
_cell_angle_gamma   112.78317097
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgPb2
_chemical_formula_sum   'Mg2 Pb4'
_cell_volume   218.91061054
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.98413007  0.94257848  0.02689510  1
  Mg  Mg1  1  0.28160956  0.63410027  0.55253151  1
  Pb  Pb2  1  0.79976985  0.61574137  0.74511173  1
  Pb  Pb3  1  0.96359406  0.27557860  0.28077724  1
  Pb  Pb4  1  0.27697348  0.12589902  0.69573602  1
  Pb  Pb5  1  0.43392299  0.78610226  0.19894841  1
"
495,"# generated using pymatgen
data_NdGe2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.64816324
_cell_length_b   7.27871220
_cell_length_c   5.66702306
_cell_angle_alpha   103.30409154
_cell_angle_beta   39.72745762
_cell_angle_gamma   104.20497070
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NdGe2
_chemical_formula_sum   'Nd2 Ge4'
_cell_volume   144.03000013
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nd  Nd0  1  0.65582037  0.29668975  0.68626883  1
  Nd  Nd1  1  0.15495357  0.79565554  0.18593491  1
  Ge  Ge2  1  0.46828243  -0.08986337  0.48582585  1
  Ge  Ge3  1  0.96865368  0.40897691  0.98526437  1
  Ge  Ge4  1  0.86517508  0.05375708  0.87805985  1
  Ge  Ge5  1  0.36711485  0.55478408  0.37864619  1
"
496,"# generated using pymatgen
data_AgBi2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   14.48737366
_cell_length_b   7.47630807
_cell_length_c   10.96124193
_cell_angle_alpha   115.69716137
_cell_angle_beta   128.76323787
_cell_angle_gamma   100.43066505
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AgBi2
_chemical_formula_sum   'Ag6 Bi12'
_cell_volume   638.12299496
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.29556541  0.47451041  0.10963193  1
  Ag  Ag1  1  0.50247934  0.91576249  0.25252910  1
  Ag  Ag2  1  0.90697794  0.80188406  0.79047206  1
  Ag  Ag3  1  -0.04629945  0.48949864  0.38366181  1
  Ag  Ag4  1  0.86551056  0.74506281  -0.00156153  1
  Ag  Ag5  1  0.53426835  -0.02022049  0.56073198  1
  Bi  Bi6  1  0.61909340  0.20402405  0.98411817  1
  Bi  Bi7  1  0.60370120  0.66078352  0.46323837  1
  Bi  Bi8  1  -0.05890602  0.07258378  0.36292596  1
  Bi  Bi9  1  0.04331880  0.61677556  0.97922903  1
  Bi  Bi10  1  0.27765623  0.86726911  0.68584580  1
  Bi  Bi11  1  0.35168073  0.38966323  0.88414417  1
  Bi  Bi12  1  0.73409130  0.85552160  0.36289418  1
  Bi  Bi13  1  0.24339336  0.17175566  0.18440882  1
  Bi  Bi14  1  0.84302880  0.36116223  1.00100185  1
  Bi  Bi15  1  0.19687951  0.12808966  0.41971576  1
  Bi  Bi16  1  0.18487729  0.67338289  0.82556054  1
  Bi  Bi17  1  0.74268326  0.30249081  0.39145202  1
"
497,"# generated using pymatgen
data_NdMg3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.15938798
_cell_length_b   6.15938799
_cell_length_c   9.94022706
_cell_angle_alpha   90.00000169
_cell_angle_beta   90.00000192
_cell_angle_gamma   60.13774021
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NdMg3
_chemical_formula_sum   'Nd3 Mg9'
_cell_volume   327.04173064
_cell_formula_units_Z   3
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nd  Nd0  1  0.94999998  0.86000000  0.32786884  1
  Nd  Nd1  1  0.94999999  0.86000001  0.65968552  1
  Nd  Nd2  1  0.95000000  0.86000001  -0.00440794  1
  Mg  Mg3  1  0.45000001  0.36000000  0.82806023  1
  Mg  Mg4  1  0.45000002  0.36000001  0.15765056  1
  Mg  Mg5  1  0.45000001  0.36000000  0.48028626  1
  Mg  Mg6  1  0.44999999  0.85999998  0.83049396  1
  Mg  Mg7  1  0.45000000  0.85999999  0.16114488  1
  Mg  Mg8  1  0.44999999  0.85999999  0.48878943  1
  Mg  Mg9  1  0.95000000  0.36000001  0.83049396  1
  Mg  Mg10  1  0.95000001  0.36000000  0.16114488  1
  Mg  Mg11  1  0.95000000  0.36000001  0.48878943  1
"
